name,type,hasName,hasRoleType,label,correspondsToFrameElement,hasDefinition
Role_Frame_Regulation_regulatee,"['Role', 'NamedIndividual', 'Role']",['regulatee'],['entity'],['Regulation.regulatee'],,"['(those affected by the regulation', 'and those observing it)']"
Role_Frame_Perception_perceived_thing,"['NamedIndividual', 'Role', 'Role']",['perceived_thing'],,['Perception.perceived_thing'],['Phenomenon'],"[""(entity's) property"", ""and/or (entity's) processes"", 'can be an entity']"
Role_Frame_Judgment_judgment_outcome,"['NamedIndividual', 'Role', 'Role']",['judgment_outcome'],,['Judgment.judgment_outcome'],,
Role_Frame_Burden_weight_of_burden,"['Role', 'NamedIndividual', 'Role']",['weight_of_burden'],['weight scale'],['Burden.weight_of_burden'],,
Role_Frame_Life_life_difficulties,"['Role', 'NamedIndividual', 'Role']",['life_difficulties'],,['Life.life_difficulties'],,
Role_Frame_Purposeful_action_actor,"['Role', 'NamedIndividual', 'Role']",['actor'],,['Purposeful action.actor'],['Agent'],
Role_Frame_Being_unstable_entity,"['NamedIndividual', 'Role', 'Role']",['entity'],,['Being unstable.entity'],,
Role_Frame_Life_life_goals,"['Role', 'NamedIndividual', 'Role']",['life_goals'],,['Life.life_goals'],,
Role_Frame_Verticality_state_of_uprightness,"['Role', 'NamedIndividual', 'Role']",['state_of_uprightness'],,['Verticality.state_of_uprightness'],,
Role_Frame_Emotion_mind,"['NamedIndividual', 'Role', 'Role']",['mind'],,['Emotion.mind'],,['mind of the emotion experiencer']
Role_Frame_Economy_economic_efficiency,"['NamedIndividual', 'Role', 'Role']",['economic_efficiency'],,['Economy.economic_efficiency'],,
Role_Frame_Using_purpose_of_use,"['NamedIndividual', 'Role', 'Role']",['purpose_of_use'],['action x-schema parameter'],['Using.purpose_of_use'],,
Role_Frame_Experiencing_a_negative_state_experiencer,"['Role', 'NamedIndividual', 'Role']",['experiencer'],,['Experiencing a negative state.experiencer'],,
Role_Frame_Resource_type_of_resource,"['NamedIndividual', 'Role', 'Role']",['type_of_resource'],,['Resource.type_of_resource'],,
Role_Frame_Organization_organization_sub_groups,"['Role', 'NamedIndividual', 'Role']",['organization_sub-groups'],,['Organization.organization_sub-groups'],,
Role_Frame_Backward_motion_backward_direction,"['NamedIndividual', 'Role', 'Role']",['backward_direction'],,['Backward motion.backward_direction'],,
Role_Frame_Insanity_agitation_level,"['NamedIndividual', 'Role', 'Role']",['agitation_level'],,['Insanity.agitation_level'],,
Role_Frame_School_school_house,"['NamedIndividual', 'Role', 'Role']",['school_house'],,['School.school_house'],,
Role_Frame_Artifact_material,"['Role', 'NamedIndividual', 'Role']",['material'],,['Artifact.material'],['Material'],
Role_Frame_Living_Biological_entity,"['NamedIndividual', 'Role', 'Role']",['Biological entity'],,['Living.Biological entity'],,
Role_Frame_Argument_arguing_event,"['Role', 'NamedIndividual', 'Role']",['arguing_event'],,['Argument.arguing_event'],,
Role_Frame_Consciousness_unconscious_entity,"['NamedIndividual', 'Role', 'Role']",['unconscious_entity'],,['Consciousness.unconscious_entity'],,
Role_Frame_Self_defense_means_of_protection,"['Role', 'NamedIndividual', 'Role']",['means of protection'],,['Self-defense.means of protection'],,
Role_Frame_Addressing_social_problems_immoral_citizens,"['NamedIndividual', 'Role', 'Role']",['immoral_citizens'],,['Addressing social problems.immoral_citizens'],,
Role_Frame_Health_entity_possessing_health,"['NamedIndividual', 'Role', 'Role']",['entity_possessing_health'],['Biological_entity'],['Health.entity_possessing_health'],,
Role_Frame_Social_class_social_class_scale,"['NamedIndividual', 'Role', 'Role']",['social_class_scale'],,['Social class.social_class_scale'],,
Role_Frame_Causation_effect,"['Role', 'NamedIndividual', 'Role']",['effect'],,['Causation.effect'],['Effect'],
Role_Frame_Plants_plant_size,"['NamedIndividual', 'Role', 'Role']",['plant_size'],,['Plants.plant_size'],,
Role_Frame_Shepherding_shepherding,"['NamedIndividual', 'Role', 'Role']",['shepherding'],,['Shepherding.shepherding'],,
Role_Frame_Communication_communicator,"['Role', 'NamedIndividual', 'Role']",['communicator'],,['Communication.communicator'],['Communicator'],
Role_Frame_Attacking_attacking_action,"['NamedIndividual', 'Role', 'Role']",['attacking_action'],,['Attacking.attacking_action'],,['action performed by attacker (agent)']
Role_Frame_Figure_ground_figure,"['Role', 'NamedIndividual', 'Role']",['figure'],,['Figure ground.figure'],,
Role_Frame_Race_race_event,"['Role', 'NamedIndividual', 'Role']",['race_event'],,['Race.race_event'],,
Role_Frame_Government_decision_making_decision_maker,"['NamedIndividual', 'Role', 'Role']",['decision_maker'],,['Government decision making.decision_maker'],,
Role_Frame_Self_propelled_motion_speed,"['NamedIndividual', 'Role', 'Role']",['speed'],,['Self propelled motion.speed'],,
Role_Frame_Functionality_functional_status,"['NamedIndividual', 'Role', 'Role']",['functional_status'],,['Functionality.functional_status'],,['position on functionality scale']
Role_Frame_Pride_pride_experiencer,"['NamedIndividual', 'Role', 'Role']",['pride_experiencer'],,['Pride.pride_experiencer'],,
Role_Frame_Organization_organization_subparts,"['NamedIndividual', 'Role', 'Role']",['organization_subparts'],,['Organization.organization_subparts'],,
Role_Frame_Disgust_experience_of_disgust,"['Role', 'NamedIndividual', 'Role']",['experience_of_disgust'],,['Disgust.experience_of_disgust'],,
Role_Frame_Sadness_experiencer,"['NamedIndividual', 'Role', 'Role']",['experiencer'],,['Sadness.experiencer'],,
Role_Frame_Machine_good_functioning_of_machine,"['NamedIndividual', 'Role', 'Role']",['good_functioning_of_machine'],,['Machine.good_functioning_of_machine'],,
Role_Frame_Dissect_dissected_entity,"['NamedIndividual', 'Role', 'Role']",['dissected_entity'],,['Dissect.dissected_entity'],,
Role_Frame_Analysis_object_characteristics,"['NamedIndividual', 'Role', 'Role']",['object_characteristics'],,['Analysis.object_characteristics'],,
Role_Frame_Physical_competition_competitor2,"['Role', 'NamedIndividual', 'Role']",['competitor2'],,['Physical competition.competitor2'],,
Role_Frame_Condition_of_physical_object_physical_object,"['NamedIndividual', 'Role', 'Role']",['physical_object'],,['Condition of physical object.physical_object'],,
Role_Frame_Government_decision_making_decision_maker_action,"['Role', 'NamedIndividual', 'Role']",['decision_maker_action'],,['Government decision making.decision_maker_action'],,
Role_Frame_Social_problems_honest_citizen,"['NamedIndividual', 'Role', 'Role']",['honest_citizen'],,['Social problems.honest_citizen'],,
Role_Frame_Government_decision_making_Caused_change_of_state,"['NamedIndividual', 'Role', 'Role']",['Caused change of state'],,['Government decision making.Caused change of state'],,
Role_Frame_Visual_obstruction_focal_object,"['Role', 'NamedIndividual', 'Role']",['focal_object'],,['Visual obstruction.focal_object'],,
Role_Frame_Heating_fluid_fluid_agitation,"['NamedIndividual', 'Role', 'Role']",['fluid_agitation'],,['Heating fluid.fluid_agitation'],,['level of agitation of the hot fluid']
Role_Frame_Infectious_disease_area_of_spread,"['NamedIndividual', 'Role', 'Role']",['area_of_spread'],,['Infectious disease.area_of_spread'],,
Role_Frame_Force_application_actor,"['Role', 'NamedIndividual', 'Role']",['actor'],,['Force-application.actor'],,['supplier of force']
Role_Frame_Legislation_enactment_legislation_enactment_outcome,"['Role', 'NamedIndividual', 'Role']",['legislation_enactment_outcome'],,['Legislation enactment.legislation_enactment_outcome'],,
Role_Frame_Trust_emotion_trusting_entity,"['NamedIndividual', 'Role', 'Role']",['trusting_entity'],,['Trust emotion.trusting_entity'],,
Role_Frame_Dissect_dissected_entity_body,"['NamedIndividual', 'Role', 'Role']",['dissected_entity_body'],,['Dissect.dissected_entity_body'],,
Role_Frame_Arithmetic_number_whole,"['NamedIndividual', 'Role', 'Role']",['number_whole'],,['Arithmetic.number_whole'],,
Role_Frame_War_battlefield,"['Role', 'NamedIndividual', 'Role']",['battlefield'],,['War.battlefield'],['Place'],"[""territory that's fought over""]"
Role_Frame_Self_initiated_state_change_transition,"['NamedIndividual', 'Role', 'Role']",['transition'],,['Self-initiated state change.transition'],,
Role_Frame_Injurious_gun_use_firing_of_gun,"['NamedIndividual', 'Role', 'Role']",['firing_of_gun'],['x-schema'],['Injurious gun use.firing_of_gun'],,
Role_Frame_Artifact_artifact_creator,"['Role', 'NamedIndividual', 'Role']",['artifact_creator'],,['Artifact.artifact_creator'],['Creator'],
Role_Frame_Difficulties_in_action_actor,"['Role', 'NamedIndividual', 'Role']",['actor'],,['Difficulties in action.actor'],,
Role_Frame_Living_developmental_stages,"['Role', 'NamedIndividual', 'Role']",['developmental_stages'],,['Living.developmental_stages'],,
Role_Frame_Restraints_mover,"['Role', 'NamedIndividual', 'Role']",['mover'],,['Restraints.mover'],,
Role_Frame_Analysis_object_of_analysis,"['Role', 'NamedIndividual', 'Role']",['object_of_analysis'],,['Analysis.object_of_analysis'],,
Role_Frame_Financial_resource_type,"['NamedIndividual', 'Role', 'Role']",['type'],,['Financial resource.type'],,
Role_Frame_Knowing_knowledge,"['NamedIndividual', 'Role', 'Role']",['knowledge'],,['Knowing.knowledge'],,['conceptual content']
Role_Frame_Access_to_an_object_accessed_object,"['NamedIndividual', 'Role', 'Role']",['accessed_object'],,['Access to an object.accessed_object'],,
Role_Frame_Create_object_created_object,"['NamedIndividual', 'Role', 'Role']",['created_object'],,['Create object.created_object'],['Created_entity'],
Role_Frame_Being_at_a_location_landmark,"['NamedIndividual', 'Role', 'Role']",['landmark'],,['Being at a location.landmark'],,
Role_Frame_Relationship_relationship_whole,"['NamedIndividual', 'Role', 'Role']",['relationship_whole'],,['Relationship.relationship_whole'],,
Role_Frame_Cancer_patient_affected_body_part,"['Role', 'NamedIndividual', 'Role']",['affected_body_part'],['body'],['Cancer patient.affected_body_part'],,
Role_Frame_Health_state_of_health,"['Role', 'NamedIndividual', 'Role']",['state_of_health'],,['Health.state_of_health'],,
Role_Frame_Object_collection_combining_collections,"['NamedIndividual', 'Role', 'Role']",['combining_collections'],,['Object collection.combining_collections'],,
Role_Frame_Taste_taste_apparatus,"['NamedIndividual', 'Role', 'Role']",['taste_apparatus'],,['Taste.taste_apparatus'],,
Role_Frame_Cleanliness_clean_substance,"['NamedIndividual', 'Role', 'Role']",['clean_substance'],,['Cleanliness.clean_substance'],,
Role_Frame_Morality_morality,"['NamedIndividual', 'Role', 'Role']",['morality'],,['Morality.morality'],,
Role_Frame_Overeating_degree_of_overeating,"['NamedIndividual', 'Role', 'Role']",['degree_of_overeating'],,['Overeating.degree_of_overeating'],,
Role_Frame_Addressing_social_problems_problem_solvers,"['NamedIndividual', 'Role', 'Role']",['problem_solvers'],,['Addressing social problems.problem_solvers'],,['(segment of) society that addresses problem']
Role_Frame_Containment_Interior,"['NamedIndividual', 'Role', 'Role']",['Interior'],['Interior'],['Containment.Interior'],,
Role_Frame_Process_process_pause,"['NamedIndividual', 'Role', 'Role']",['process_pause'],,['Process.process_pause'],,
Role_Frame_Erosion_eroding_outcome,"['Role', 'NamedIndividual', 'Role']",['eroding_outcome'],,['Erosion.eroding_outcome'],,"['loss of structural integrity', 'functionality']"
Role_Frame_Communication_medium,"['NamedIndividual', 'Role', 'Role']",['medium'],,['Communication.medium'],['Medium'],
Role_Frame_Create_object_creator,"['NamedIndividual', 'Role', 'Role']",['creator'],['person'],['Create object.creator'],['Creator'],
Role_Frame_Object_construction_construction_act,"['NamedIndividual', 'Role', 'Role']",['construction_act'],,['Object construction.construction_act'],,
Role_Frame_Being_at_a_Low_Location_located_thing,"['NamedIndividual', 'Role', 'Role']",['located_thing'],,['Being at a Low Location.located_thing'],,
Role_Frame_Object_manipulation_actor,"['Role', 'NamedIndividual', 'Role']",['actor'],,['Object manipulation.actor'],['Agent'],
Role_Frame_Communication_Addressee,"['NamedIndividual', 'Role', 'Role']",['Addressee'],,['Communication.Addressee'],,
Role_Frame_Sound_sound_source,"['NamedIndividual', 'Role', 'Role']",['sound_source'],,['Sound.sound_source'],,
Role_Frame_Moral_authority_moral_authority_power,"['NamedIndividual', 'Role', 'Role']",['moral_authority_power'],,['Moral authority.moral_authority_power'],,
Role_Frame_Destructive_natural_process_destructive_process,"['NamedIndividual', 'Role', 'Role']",['destructive_process'],,['Destructive natural process.destructive_process'],"['x-schema: slow', 'progressive', 'ongoing']",
Role_Frame_Firm_firm_entity,"['Role', 'NamedIndividual', 'Role']",['firm_entity'],,['Firm.firm_entity'],,
Role_Frame_Upward_motion_goal,"['Role', 'NamedIndividual', 'Role']",['goal'],,['Upward motion.goal'],,
Role_Frame_Judicial_decision_making_judged_party_ruling_status,"['Role', 'NamedIndividual', 'Role']",['judged_party_ruling_status'],,['Judicial decision-making.judged_party_ruling_status'],,
Role_Frame_Political_region_economy,"['Role', 'NamedIndividual', 'Role']",['economy'],,['Political region.economy'],,
Role_Frame_Quantity_quantity_scale,"['Role', 'NamedIndividual', 'Role']",['quantity_scale'],,['Quantity.quantity_scale'],,
Role_Frame_Network_network_connections,"['Role', 'NamedIndividual', 'Role']",['network_connections'],,['Network.network_connections'],,
Role_Frame_Building_building_verticality,"['Role', 'NamedIndividual', 'Role']",['building_verticality'],,['Building.building_verticality'],,
Role_Frame_Complex_physical_object_object_whole,"['Role', 'NamedIndividual', 'Role']",['object_whole'],,['Complex physical object.object_whole'],,
Role_Frame_Addressing_social_problems_public_officials,"['NamedIndividual', 'Role', 'Role']",['public_officials'],,['Addressing social problems.public_officials'],,
Role_Frame_Legislation_enactment_enactment_interruption,"['NamedIndividual', 'Role', 'Role']",['enactment_interruption'],,['Legislation enactment.enactment_interruption'],,['interruption or termination of enactment process']
Role_Frame_Recreational_competition_competitor2,"['Role', 'NamedIndividual', 'Role']",['competitor2'],,['Recreational competition.competitor2'],,
Role_Frame_Competition_competition_event,"['Role', 'NamedIndividual', 'Role']",['competition_event'],,['Competition.competition_event'],,
Role_Frame_Government_institution_subgroup,"['Role', 'NamedIndividual', 'Role']",['subgroup'],,['Government institution.subgroup'],,
Role_Frame_Journey_journey_event,"['Role', 'NamedIndividual', 'Role']",['journey_event'],,['Journey.journey_event'],,
Role_Frame_Non_translational_motion_speed,"['Role', 'NamedIndividual', 'Role']",['speed'],,['Non-translational motion.speed'],,
Role_Frame_Verticality_scalar_position,"['NamedIndividual', 'Role', 'Role']",['scalar_position'],,['Verticality.scalar_position'],,['position on verticality scale']
Role_Frame_Vehicular_motion_vehicle_passengers,"['NamedIndividual', 'Role', 'Role']",['vehicle_passengers'],,['Vehicular motion.vehicle_passengers'],,
Role_Frame_Government_decision_making_decision_making_process,"['NamedIndividual', 'Role', 'Role']",['decision_making_process'],,['Government decision making.decision_making_process'],,
Role_Frame_Strict_father_family_parenting_style,"['NamedIndividual', 'Role', 'Role']",['parenting_style'],,['Strict father family.parenting_style'],,"['A style emphasizing punishment', 'strict rules; lenience is ineffective thus immoral']"
Role_Frame_Hunger_hunger,"['Role', 'NamedIndividual', 'Role']",['hunger'],,['Hunger.hunger'],,
Role_Frame_Addiction_addicting_thing,"['Role', 'NamedIndividual', 'Role']",['addicting_thing'],,['Addiction.addicting_thing'],,['substance or activity the addicted_person is addicted to']
Role_Frame_Vitality_Vitality_holder,"['NamedIndividual', 'Role', 'Role']",['Vitality holder'],['person'],['Vitality.Vitality holder'],,
Role_Frame_Organization_organization_mission,"['NamedIndividual', 'Role', 'Role']",['organization_mission'],,['Organization.organization_mission'],,
Role_Frame_X_schema_start_conditions,"['NamedIndividual', 'Role', 'Role']",['start_conditions'],,['X-schema.start_conditions'],,['conditions for start transition']
Role_Frame_Seeing_see_err,"['Role', 'NamedIndividual', 'Role']",['see-err'],,['Seeing.see-err'],,
Role_Frame_Belief_believer,"['NamedIndividual', 'Role', 'Role']",['believer'],,['Belief.believer'],,
Role_Frame_Gun_use_purpose_of_gun_use,"['NamedIndividual', 'Role', 'Role']",['purpose_of_gun_use'],,['Gun use.purpose_of_gun_use'],,
Role_Frame_Proximity_degree_of_proximity,"['NamedIndividual', 'Role', 'Role']",['degree_of_proximity'],,['Proximity.degree_of_proximity'],['Degree'],['how profiled_region differs from norm']
Role_Frame_Legislation_enactment_legislation_consideration,"['Role', 'NamedIndividual', 'Role']",['legislation_consideration'],,['Legislation enactment.legislation_consideration'],,['e.g. debate']
Role_Frame_Belief_belief_relation,"['NamedIndividual', 'Role', 'Role']",['belief_relation'],,['Belief.belief_relation'],,['the relation between the believer and his belief']
Role_Frame_Stable_stable_status,"['Role', 'NamedIndividual', 'Role']",['stable_status'],,['Stable.stable_status'],,
Role_Frame_Time_time,"['Role', 'NamedIndividual', 'Role']",['time'],,['Time.time'],,
Role_Frame_Experiencing_a_state_stative_x_schema,"['Role', 'NamedIndividual', 'Role']",['stative_x-schema'],,['Experiencing a state.stative_x-schema'],,
Role_Frame_Journey_path_traced_by_sequence_of_motion,"['NamedIndividual', 'Role', 'Role']",['path_traced_by_sequence_of_motion'],,['Journey.path_traced_by_sequence_of_motion'],,
Role_Frame_Vehicle_vehicle,"['Role', 'NamedIndividual', 'Role']",['vehicle'],['physical_object'],['Vehicle.vehicle'],,
Role_Frame_Network_sub_networks,"['NamedIndividual', 'Role', 'Role']",['sub_networks'],,['Network.sub_networks'],,
Role_Frame_Sentient_entity_state_of_consciousness,"['Role', 'NamedIndividual', 'Role']",['state_of_consciousness'],,['Sentient entity.state_of_consciousness'],,
Role_Frame_Nation_nation_leaders,"['NamedIndividual', 'Role', 'Role']",['nation_leaders'],,['Nation.nation_leaders'],,
Role_Frame_Substance_substance_phase,"['Role', 'NamedIndividual', 'Role']",['substance_phase'],,['Substance.substance_phase'],,"['gaseous', 'e.g. fluid', 'solid']"
Role_Frame_Motion_along_a_path_space_in_front_of_observer,"['Role', 'NamedIndividual', 'Role']",['space_in_front_of_observer'],,['Motion along a path.space_in_front_of_observer'],,
Role_Frame_Cleanliness_clean_entity,"['NamedIndividual', 'Role', 'Role']",['clean_entity'],,['Cleanliness.clean_entity'],,
Role_Frame_Confinement_confined_entity,"['NamedIndividual', 'Role', 'Role']",['confined_entity'],,['Confinement.confined_entity'],,
Role_Frame_Institution_Institution_heads,"['Role', 'NamedIndividual', 'Role']",['Institution_heads'],,['Institution.Institution_heads'],,
Role_Frame_Physical_structure_foundation_of_structure,"['NamedIndividual', 'Role', 'Role']",['foundation_of_structure'],,['Physical structure.foundation_of_structure'],,
Role_Frame_Gain_possession_recipient,"['Role', 'NamedIndividual', 'Role']",['recipient'],,['Gain possession.recipient'],['Recipient'],
Role_Frame_Into_landmark,"['NamedIndividual', 'Role', 'Role']",['landmark'],,['Into.landmark'],,
Role_Frame_Access_to_an_object_accessor,"['NamedIndividual', 'Role', 'Role']",['accessor'],,['Access to an object.accessor'],,
Role_Frame_Trust_relationship_trusted_entity,"['NamedIndividual', 'Role', 'Role']",['trusted_entity'],,['Trust relationship.trusted_entity'],,
Role_Frame_Territory_spatial_extent,"['NamedIndividual', 'Role', 'Role']",['spatial_extent'],,['Territory.spatial_extent'],,['size/spatial extent of territory']
Role_Frame_Burden_burden,"['NamedIndividual', 'Role', 'Role']",['burden'],['physical_entity'],['Burden.burden'],,['the load supported byt the burdened_entity']
Role_Frame_Experiencing_an_economic_status_financial_resources,"['NamedIndividual', 'Role', 'Role']",['financial_resources'],,['Experiencing an economic status.financial_resources'],,
Role_Frame_Journey_travelling_actions,"['NamedIndividual', 'Role', 'Role']",['travelling_actions'],['x-schema'],['Journey.travelling_actions'],,
Role_Frame_Organization_Organization_x_schema,"['Role', 'NamedIndividual', 'Role']",['Organization_x-schema'],,['Organization.Organization_x-schema'],,
Role_Frame_Punishment_punisher,"['Role', 'NamedIndividual', 'Role']",['punisher'],,['Punishment.punisher'],,
Role_Frame_Taxes_type,"['Role', 'NamedIndividual', 'Role']",['type'],,['Taxes.type'],,
Role_Frame_Intimacy_target_of_intimacy,"['Role', 'NamedIndividual', 'Role']",['target_of_intimacy'],,['Intimacy.target_of_intimacy'],,
Role_Frame_Government_institution_US_legislative_branch,"['NamedIndividual', 'Role', 'Role']",['legislative-branch'],,['Government institution US.legislative-branch'],['A subpart of the US government with its own functions'],
Role_Frame_Organization_organization_external_relations,"['NamedIndividual', 'Role', 'Role']",['organization_external_relations'],,['Organization.organization_external_relations'],,
Role_Frame_Humor_experiencer_process,"['NamedIndividual', 'Role', 'Role']",['experiencer_process'],,['Humor.experiencer_process'],,['the emotional process/effects associated with humor']
Role_Frame_Support_supported_entity,"['Role', 'NamedIndividual', 'Role']",['supported entity'],,['Support.supported entity'],,
Role_Frame_Spatial_relation_spatial_relation_type,"['NamedIndividual', 'Role', 'Role']",['spatial_relation_type'],,['Spatial relation.spatial_relation_type'],,"['e.g. proximity', 'topology', 'alignment']"
Role_Frame_Strict_father_family_mother,"['NamedIndividual', 'Role', 'Role']",['mother'],,['Strict father family.mother'],,
Role_Frame_Speaking_addressee,"['NamedIndividual', 'Role', 'Role']",['addressee'],['Person'],['Speaking.addressee'],['Audience'],
Role_Frame_Bodily_functioning_bodypart,"['Role', 'NamedIndividual', 'Role']",['bodypart'],,['Bodily functioning.bodypart'],,
Role_Frame_Possessable_object_possessor,"['NamedIndividual', 'Role', 'Role']",['possessor'],,['Possessable object.possessor'],,
Role_Frame_Shepherding_sheep,"['NamedIndividual', 'Role', 'Role']",['sheep'],,['Shepherding.sheep'],,
Role_Frame_Vehicular_motion_speed,"['NamedIndividual', 'Role', 'Role']",['speed'],,['Vehicular motion.speed'],,"[""vehicle's speed""]"
Role_Frame_Air_motion_mover,"['NamedIndividual', 'Role', 'Role']",['mover'],['air / gas'],['Air motion.mover'],,
Role_Frame_Physical_competition_loser,"['NamedIndividual', 'Role', 'Role']",['loser'],,['Physical competition.loser'],,
Role_Frame_Race_racer2,"['NamedIndividual', 'Role', 'Role']",['racer2'],,['Race.racer2'],,
Role_Frame_Relationship_relation_E1_E2,"['Role', 'NamedIndividual', 'Role']",['relation_E1-E2'],,['Relationship.relation_E1-E2'],,['relation between entity_1 and entity_2']
Role_Frame_Poverty_amount_of_resources,"['NamedIndividual', 'Role', 'Role']",['amount of resources'],,['Poverty.amount of resources'],,
Role_Frame_Fire_cause_of_fire,"['Role', 'NamedIndividual', 'Role']",['cause_of_fire'],,['Fire.cause_of_fire'],,
Role_Frame_Size_size_scale,"['Role', 'NamedIndividual', 'Role']",['size_scale'],,['Size.size_scale'],,
Role_Frame_Disease_treatment_doctors,"['NamedIndividual', 'Role', 'Role']",['doctors'],,['Disease treatment.doctors'],['Medic'],
Role_Frame_Lust_intensity_of_experience,"['NamedIndividual', 'Role', 'Role']",['intensity_of_experience'],,['Lust.intensity_of_experience'],,
Role_Frame_Trust_emotion_trust_emotion,"['NamedIndividual', 'Role', 'Role']",['trust_emotion'],,['Trust emotion.trust_emotion'],,['e.g. security']
Role_Frame_Entrusting_entrusting_entity,"['NamedIndividual', 'Role', 'Role']",['entrusting_entity'],,['Entrusting.entrusting_entity'],,
Role_Frame_Transfer_scenario_transfer_recipient,"['Role', 'NamedIndividual', 'Role']",['transfer_recipient'],,['Transfer scenario.transfer_recipient'],['Recipient'],
Role_Frame_Losing_lost_object,"['Role', 'NamedIndividual', 'Role']",['lost_object'],,['Losing.lost_object'],,
Role_Frame_Legislation_enactment_legislation_standards,"['Role', 'NamedIndividual', 'Role']",['legislation_standards'],,['Legislation enactment.legislation_standards'],,
Role_Frame_Food_properties,"['NamedIndividual', 'Role', 'Role']",['properties'],,['Food.properties'],,"['taste', 'e.g. smell', 'nutritive value']"
Role_Frame_Employment_employee,"['NamedIndividual', 'Role', 'Role']",['employee'],['person'],['Employment.employee'],['Employee'],
Role_Frame_Object_collection_collection_size,"['NamedIndividual', 'Role', 'Role']",['collection_size'],,['Object collection.collection_size'],,
Role_Frame_Assistance_helped_party,"['Role', 'NamedIndividual', 'Role']",['helped_party'],,['Assistance.helped_party'],['Benefited_party'],['the person or other party who is helped']
Role_Frame_Visual_evaluation_visible_part_of_evaluee,"['NamedIndividual', 'Role', 'Role']",['visible part of evaluee'],,['Visual evaluation.visible part of evaluee'],,['part of evaluee which can be seen']
Role_Frame_Change_of_state_final_state,"['Role', 'NamedIndividual', 'Role']",['final_state'],,['Change of state.final_state'],,
Role_Frame_Into_trajector,"['NamedIndividual', 'Role', 'Role']",['trajector'],,['Into.trajector'],,
Role_Frame_Heat_level,"['Role', 'NamedIndividual', 'Role']",['level'],,['Heat.level'],,
Role_Frame_Motion_away_from_a_location_source,"['Role', 'NamedIndividual', 'Role']",['source'],,['Motion away from a location.source'],,['location the entity is moving away from']
Role_Frame_Disgust_disgust_experiencer,"['NamedIndividual', 'Role', 'Role']",['disgust_experiencer'],,['Disgust.disgust_experiencer'],,['person experiencing feelings of disgust']
Role_Frame_Leadership_leader_motion_x_schema,"['NamedIndividual', 'Role', 'Role']",['leader_motion_x-schema'],,['Leadership.leader_motion_x-schema'],,
Role_Frame_Reasoning_conclusion,"['NamedIndividual', 'Role', 'Role']",['conclusion'],,['Reasoning.conclusion'],,
Role_Frame_Governing_action_normative_governing_action,"['Role', 'NamedIndividual', 'Role']",['normative_governing_action'],,['Governing action.normative_governing_action'],,
Role_Frame_Dissect_entity_in_pieces,"['NamedIndividual', 'Role', 'Role']",['entity_in_pieces'],,['Dissect.entity_in_pieces'],,
Role_Frame_Judicial_decision_making_judicial_standards,"['NamedIndividual', 'Role', 'Role']",['judicial_standards'],,['Judicial decision-making.judicial_standards'],,
Role_Frame_Rights_domain,"['Role', 'NamedIndividual', 'Role']",['domain'],,['Rights.domain'],,"['e..g property rights', 'human rights']"
Role_Frame_Self_initiated_state_change_self_initiated_change_x_schema,"['NamedIndividual', 'Role', 'Role']",['self-initiated_change_x-schema'],,['Self-initiated state change.self-initiated_change_x-schema'],,
Role_Frame_Work_scenario_employer,"['NamedIndividual', 'Role', 'Role']",['employer'],,['Work scenario.employer'],,
Role_Frame_Substance_substances,"['NamedIndividual', 'Role', 'Role']",['substances'],,['Substance.substances'],,
Role_Frame_Investment_Investor,"['Role', 'NamedIndividual', 'Role']",['Investor'],,['Investment.Investor'],,
Role_Frame_Object_collection_removing_collection,"['NamedIndividual', 'Role', 'Role']",['removing_collection'],,['Object collection.removing_collection'],,
Role_Frame_Economy_market_type,"['NamedIndividual', 'Role', 'Role']",['market_type'],,['Economy.market_type'],['Market_type'],"['socialist', 'e.g. free-market']"
Role_Frame_Self_defense_threatening_thing,"['NamedIndividual', 'Role', 'Role']",['threatening_thing'],,['Self-defense.threatening_thing'],,
Role_Frame_Laundering_instrument,"['NamedIndividual', 'Role', 'Role']",['instrument'],,['Laundering.instrument'],,['e.g. washing machine']
Role_Frame_Life_life_relationships,"['Role', 'NamedIndividual', 'Role']",['life_relationships'],,['Life.life_relationships'],,
Role_Frame_Judgment_judged_action,"['NamedIndividual', 'Role', 'Role']",['judged_action'],['action'],['Judgment.judged_action'],,['action(s) that the  judged_party performs and which are evaluated by the judging_party']
Role_Frame_Downward_motion_downward_direction,"['Role', 'NamedIndividual', 'Role']",['downward_direction'],,['Downward motion.downward_direction'],,
Role_Frame_Firmness_firmness_scale,"['Role', 'NamedIndividual', 'Role']",['firmness_scale'],,['Firmness.firmness_scale'],,
Role_Frame_Group_members,"['NamedIndividual', 'Role', 'Role']",['members'],,['Group.members'],['Individuals'],
Role_Frame_Overeating_resulting_state_of_overeating,"['NamedIndividual', 'Role', 'Role']",['resulting_state_of_overeating'],,['Overeating.resulting_state_of_overeating'],,
Role_Frame_War_war_strategies,"['NamedIndividual', 'Role', 'Role']",['war_strategies'],,['War.war_strategies'],,
Role_Frame_Perception_mode_of_perception,"['Role', 'NamedIndividual', 'Role']",['mode_of_perception'],,['Perception.mode_of_perception'],,"['e.g. hearing', 'seeing']"
Role_Frame_disease_body_part,"['NamedIndividual', 'Role', 'Role']",['body_part'],,['disease.body_part'],,
Role_Frame_International_relations_International_relationship,"['NamedIndividual', 'Role', 'Role']",['International_relationship'],,['International relations.International_relationship'],,
