name,label,hasInferentialContent,type,isInferenceOfFrame,hasInferenceType
Inference_693,['Inability to understand'],['Inability to understand'],"['Inference', 'NamedIndividual', 'Inference']",['Frame_Understanding'],
Inference_454,['Creating an object'],['Creating an object'],"['NamedIndividual', 'Inference', 'Inference']",['Frame_Object'],
Inference_21,"['To be functional, a building needs...']","[""a building needs to be 'upright'"", 'To be functional']","['NamedIndividual', 'Inference', 'Inference']",,
Inference_686,['increase in structural_integri...'],['increase in structural_integrity'],"['Inference', 'NamedIndividual', 'Inference']",['Frame_Building'],
Inference_685,['Ideas'],['Ideas'],"['NamedIndividual', 'Inference', 'Inference']",['Frame_Thinking_about'],
Inference_223,['speed of motion'],['speed of motion'],"['NamedIndividual', 'Inference', 'Inference']",['Frame_Self_propelled_motion'],
Inference_647,"['without social relations, group...']","['without social relations', ""group will not 'stick together'""]","['NamedIndividual', 'Inference', 'Inference']",['Frame_Social_group'],
Inference_364,"[""agent's objective is for mover...""]","[""agent's objective is for mover to reach goal""]","['NamedIndividual', 'Inference', 'Inference']",['Frame_Forced_motion'],
Inference_173,['Truster has a way to find out how...'],['Truster has a way to find out how Trusted has used power; Trusted has a way to find out whether Truster continues to be worthy of the benefit given to Truster.'],"['Inference', 'NamedIndividual', 'Inference']",,
Inference_426,['Sheep are not capable of flourishing...'],['Sheep are not capable of flourishing on their own (without shepherd).'],"['NamedIndividual', 'Inference', 'Inference']",['Frame_Shepherding'],
Inference_402,['nullSourceInference'],['nullSourceInference'],"['Inference', 'NamedIndividual', 'Inference']",['Frame_Body'],
Inference_67,"['If fire_intensity is high, it will...']","['it will take less fire_duration for the burning_object to be consumed (burning_object_condition).', 'If fire_intensity is high']","['NamedIndividual', 'Inference', 'Inference']",,
Inference_319,['Being conscious (awake)'],['Being conscious (awake)'],"['Inference', 'NamedIndividual', 'Inference']",['Frame_Consciousness'],
Inference_201,['Aids to reaching a destination'],['Aids to reaching a destination'],"['Inference', 'NamedIndividual', 'Inference']",['Frame_Motion_to_a_location'],
Inference_400,['change in verticality'],['change in verticality'],"['NamedIndividual', 'Inference', 'Inference']",['Frame_Verticality'],
Inference_127,"['at x-schema.initial, possessor...']","['possessor acquires object. At x-schema.ongoing', 'possessor possesses object.\nAt x-schema.finish_transtion', 'at x-schema.initial', 'possessor does not possess object.', 'possessor loses possession of object. \nAt x-schema.final', 'possessor does not possess object.  At x-schema.start_transtion']","['NamedIndividual', 'Inference', 'Inference']",,
Inference_342,['The process of erosion while imperceptible...'],['The process of erosion while imperceptible on a small time scale can cause large scale destructive effects on an entity over a long period of time.'],"['NamedIndividual', 'Inference', 'Inference']",['Frame_Erosion'],
Inference_86,['Outcome of harmful process is negative...'],['Outcome of harmful process is negative for the harmed_entity.'],"['NamedIndividual', 'Inference', 'Inference']",,
Inference_187,['not being able to see somethin...'],['not being able to see something'],"['NamedIndividual', 'Inference', 'Inference']",['Frame_Seeing'],
Inference_11,['There is an anger_limit beyond...'],"['There is an anger_limit beyond which control of the anger is lost', 'and anger_level becomes apparent through an angry_action which may be directed at other_people.']","['Inference', 'NamedIndividual', 'Inference']",,
Inference_31,['Childcare provider has control...'],['Childcare provider has control over what the children can or cannot do.'],"['NamedIndividual', 'Inference', 'Inference']",,
Inference_164,['normative actions cause an increase...'],['normative actions cause an increase in relationship intensity'],"['NamedIndividual', 'Inference', 'Inference']",,['causal']
Inference_694,['not being able to speak'],['not being able to speak'],"['NamedIndividual', 'Inference', 'Inference']",['Frame_Speaking'],
Inference_502,['Failing to steer a boat'],['Failing to steer a boat'],"['NamedIndividual', 'Inference', 'Inference']",['Frame_Steering_a_boat'],
Inference_406,['Childcare provider has control...'],['Childcare provider has control over what the children can or cannot do'],"['NamedIndividual', 'Inference', 'Inference']",['Frame_Child_care'],
Inference_464,['Having a large size'],['Having a large size'],"['Inference', 'NamedIndividual', 'Inference']",['Frame_Size'],
Inference_59,"[""Employer has control over employee's...""]","[""Employer has control over employee's actions.""]","['Inference', 'NamedIndividual', 'Inference']",,
Inference_448,['Food preparation'],['Food preparation'],"['Inference', 'NamedIndividual', 'Inference']",['Frame_Food'],
Inference_572,['nullSourceInference'],['nullSourceInference'],"['Inference', 'NamedIndividual', 'Inference']",['Frame_Possession'],
Inference_532,['walking along a straight path'],['walking along a straight path'],"['Inference', 'NamedIndividual', 'Inference']",['Frame_Straightness'],
Inference_272,['the application of force precedes...'],['the application of force precedes or accompanies the movement'],"['NamedIndividual', 'Inference', 'Inference']",['Frame_Forced_motion'],
Inference_97,['God is naturally more powerful...'],['God is naturally more powerful than people.'],"['NamedIndividual', 'Inference', 'Inference']",,
Inference_668,"['initially, possessor possesses...']","['possessor possesses object', 'initially']","['NamedIndividual', 'Inference', 'Inference']",['Frame_Lose_possession'],
Inference_141,['When restraining entity is attached...'],"['When restraining entity is attached to mover', ""mover's ability to move is negatively affected.""]","['NamedIndividual', 'Inference', 'Inference']",,
Inference_69,"['If not contained/confined, fluids...']","['If not contained/confined', 'fluids tend to move.']","['Inference', 'NamedIndividual', 'Inference']",,
Inference_491,['Giving knowledge (communicatin...'],['Giving knowledge (communicating)'],"['NamedIndividual', 'Inference', 'Inference']",['Frame_Knowing'],
Inference_550,['Fixing the structural problems...'],['Fixing the structural problems of a building.'],"['NamedIndividual', 'Inference', 'Inference']",['Frame_Building'],
Inference_699,['Ill-being (feeling bad physically...'],['Ill-being (feeling bad physically and/or psychologically)'],"['NamedIndividual', 'Inference', 'Inference']",['Frame_Well_being'],
Inference_374,['being in a bounded region (at ...'],['being in a bounded region (at interior)'],"['Inference', 'NamedIndividual', 'Inference']",['Frame_Being_at_a_location'],
Inference_495,['being poised to know'],['being poised to know'],"['Inference', 'NamedIndividual', 'Inference']",['Frame_Knowing'],
Inference_150,"['To reach goal, the actor needs...']","['the actor needs to move towards it', '(generally) in a forward direction', 'To reach goal']","['NamedIndividual', 'Inference', 'Inference']",,
Inference_695,['not being able to vote'],['not being able to vote'],"['Inference', 'NamedIndividual', 'Inference']",['Frame_Voting'],
Inference_312,['gaining possession of objects'],['gaining possession of objects'],"['NamedIndividual', 'Inference', 'Inference']",['Frame_Transfer_scenario'],
Inference_286,['moving out of a bounded region...'],['moving out of a bounded region (source)'],"['NamedIndividual', 'Inference', 'Inference']",['Frame_Motion_along_a_path'],
Inference_183,['The fighting occurs in response...'],['The fighting occurs in response to an enemy_attack on a battlefield in which usually some amount of enemy_conquest has occurred.'],"['NamedIndividual', 'Inference', 'Inference']",,
Inference_675,['Changing topics of conversatio...'],['Changing topics of conversation'],"['Inference', 'NamedIndividual', 'Inference']",['Frame_Thinking_about'],
Inference_394,"['""up"" end of vertical scale']","['""up"" end of vertical scale']","['NamedIndividual', 'Inference', 'Inference']",['Frame_Verticality'],
Inference_357,['Only one candidate can win the...'],['Only one candidate can win the office'],"['Inference', 'NamedIndividual', 'Inference']",['Frame_Election'],
Inference_634,['inability to treat disease results...'],['inability to treat disease results in continued poor health'],"['Inference', 'NamedIndividual', 'Inference']",['Frame_Disease'],
Inference_62,['Other members of the category are...'],['Other members of the category are commonly compared to the exemplar instance'],"['NamedIndividual', 'Inference', 'Inference']",,
Inference_40,['entity1 and entity2 are located...'],['entity1 and entity2 are located such that they touch each other.'],"['NamedIndividual', 'Inference', 'Inference']",,
Inference_428,['nullSourceInference'],['nullSourceInference'],"['Inference', 'NamedIndividual', 'Inference']",['Frame_Hunger'],
Inference_55,['In response to an outbreak of a...'],"['In response to an outbreak of a disease', 'doctors determine a treatment_strategy which is applied to patients by medical_professionals using medical_tools_and_medicines.']","['NamedIndividual', 'Inference', 'Inference']",,
Inference_16,['Health status is often linked to...'],['Health status is often linked to longevity.  Negative effects to health may shorten life span.'],"['NamedIndividual', 'Inference', 'Inference']",,
Inference_635,['inability to address social problems...'],['inability to address social problems results in continued poor function'],"['Inference', 'NamedIndividual', 'Inference']",['Frame_Social_problems'],
Inference_682,['Goal-directed motion'],['Goal-directed motion'],"['Inference', 'NamedIndividual', 'Inference']",['Frame_Motion'],
Inference_13,"[""If the barrier is on the mover's...""]","[""If the barrier is on the mover's intendend path"", 'it will prevent further motion along that path. This may result in mover ceasing to move', 'or in mover choosing an alternative path.']","['NamedIndividual', 'Inference', 'Inference']",,['causal']
Inference_601,['greater quantities'],['greater quantities'],"['Inference', 'NamedIndividual', 'Inference']",['Frame_Quantity'],
Inference_288,['moving across the boundary of a...'],['moving across the boundary of a bounded region'],"['Inference', 'NamedIndividual', 'Inference']",['Frame_Motion_along_a_path'],
Inference_485,['Knowing in detail'],['Knowing in detail'],"['NamedIndividual', 'Inference', 'Inference']",['Frame_Knowing'],
Inference_116,['Destructive actions and/or processes...'],['Destructive actions and/or processes cause a decrease in structural_integrity'],"['Inference', 'NamedIndividual', 'Inference']",,['cause scalar change']
Inference_554,['Taking apart an object'],['Taking apart an object'],"['NamedIndividual', 'Inference', 'Inference']",['Frame_Complex_physical_object'],
Inference_50,['Governed trusts Government => Government...'],['Governed trusts Government => Government trusts officials.'],"['NamedIndividual', 'Inference', 'Inference']",,['Transitive']
Inference_541,['Being immoral'],['Being immoral'],"['Inference', 'NamedIndividual', 'Inference']",['Frame_Morality'],
Inference_378,['distance to boundary (from ext...'],['distance to boundary (from exterior)'],"['NamedIndividual', 'Inference', 'Inference']",['Frame_Being_at_a_location'],
Inference_558,['Well-maintained machine works ...'],['Well-maintained machine works efficiently'],"['Inference', 'NamedIndividual', 'Inference']",['Frame_Machine'],
Inference_81,['The governor carries out governing...'],['The governor carries out governing actions intended to affect the process of change of the affected jurisdiction according to its objectives.'],"['Inference', 'NamedIndividual', 'Inference']",,
Inference_165,['non-normative actions cause a decrease...'],['non-normative actions cause a decrease in relationship intensity'],"['Inference', 'NamedIndividual', 'Inference']",,['causal']
Inference_44,"['To move from exterior to interior,...']","['To move from exterior to interior', ""a mover must cross the boundary.  Boundary's physical properties may impede or prevent such motion.  The presence of an (open) portal may facilitate boundary crossing."", 'or interior to exterior']","['NamedIndividual', 'Inference', 'Inference']",,
Inference_375,['currently experiencing a state...'],['currently experiencing a state value'],"['Inference', 'NamedIndividual', 'Inference']",['Frame_Experiencing_a_state'],
Inference_118,['The integrity of the physical structure...'],"['The integrity of the physical structure as a whole is dependent on the stability of the physical relations between the structural parts (e.g.attachement', 'support relations).']","['Inference', 'NamedIndividual', 'Inference']",,
Inference_302,['a healthy/unhealthy body'],['a healthy/unhealthy body'],"['NamedIndividual', 'Inference', 'Inference']",['Frame_Cognizing'],
Inference_477,['Impediments to knowing'],['Impediments to knowing'],"['NamedIndividual', 'Inference', 'Inference']",['Frame_Knowing'],
Inference_246,"[""A insane_person who's agitation_level...""]","[""A insane_person who's agitation_level is beyond their agitation_limit will exhibit insane_behavior""]","['NamedIndividual', 'Inference', 'Inference']",['Frame_Insanity'],
Inference_705,['ability to understand word mea...'],['ability to understand word meaning'],"['NamedIndividual', 'Inference', 'Inference']",['Frame_Word'],
Inference_593,['actor stops acting when objective...'],['actor stops acting when objective is accomplished'],"['NamedIndividual', 'Inference', 'Inference']",['Frame_Purposeful_action'],
Inference_32,"[""Childcare provider's duties are...""]","['safety', ""Childcare provider's duties are to ensure the health"", 'and well-being of the children.']","['Inference', 'NamedIndividual', 'Inference']",,
Inference_255,"['at end, controlling_entity is in...']","['controlling_entity is in control', 'at end']","['NamedIndividual', 'Inference', 'Inference']",['Frame_Control'],
Inference_576,['nullSourceInference'],['nullSourceInference'],"['NamedIndividual', 'Inference', 'Inference']",['Frame_Possession'],
Inference_407,['Government has control over what...'],['Government has control over what the citizens can or cannot do'],"['NamedIndividual', 'Inference', 'Inference']",['Frame_Government'],
Inference_147,['The motion and action x-schemas...'],"['The motion and action x-schemas are (generally) aligned.  e.g. motion starts when action starts', 'is ongoing while action is ongoing', 'and stops when action stops.']","['Inference', 'NamedIndividual', 'Inference']",,['x-schema stage']
Inference_203,['ingested food'],['ingested food'],"['NamedIndividual', 'Inference', 'Inference']",['Frame_Eating'],
Inference_248,"[""an insane_person's insane_behavior...""]","[""an insane_person's insane_behavior can cause harm to other_people""]","['Inference', 'NamedIndividual', 'Inference']",['Frame_Insanity'],
Inference_233,['nullSourceInference'],['nullSourceInference'],"['NamedIndividual', 'Inference', 'Inference']",['Frame_War'],
Inference_529,['transferring money'],['transferring money'],"['Inference', 'NamedIndividual', 'Inference']",['Frame_Money'],
Inference_631,['processes that affect the strength...'],['processes that affect the strength of the social group'],"['Inference', 'NamedIndividual', 'Inference']",['Frame_Social_group'],
Inference_339,['Having control over someone'],['Having control over someone'],"['Inference', 'NamedIndividual', 'Inference']",['Frame_Control'],
Inference_542,['increase in size'],['increase in size'],"['NamedIndividual', 'Inference', 'Inference']",['Frame_Size'],
Inference_92,['Ingestion_process:  At initial...'],"[""ingestibles move into ingestor's body (with motion often"", 'Ingestion_process:  At initial stage', ""the ingestible is within some part of the ingestor's digestive system (e.g. its mouth)"", 'but not always caused by the ingestor). At final stage', ""the ingestibles are outside of the ingestor's body. During ongoing stage""]","['NamedIndividual', 'Inference', 'Inference']",,['x-schema']
Inference_107,"[""The direction of the mover's motion...""]","[""The direction of the mover's motion determines which locations the mover will move to (including the Goal location).""]","['Inference', 'NamedIndividual', 'Inference']",,
Inference_35,['cleaning action involves removal...'],['cleaning action involves removal of dirt or other impurities'],"['Inference', 'NamedIndividual', 'Inference']",,
Inference_186,"[""being able to evaluate an evaluee's...""]","[""being able to evaluate an evaluee's action""]","['NamedIndividual', 'Inference', 'Inference']",['Frame_Evaluation'],
Inference_383,['experiencer is not experiencing...'],['experiencer is not experiencing a particualr state'],"['NamedIndividual', 'Inference', 'Inference']",['Frame_Experiencing_a_state'],
Inference_424,['shepherd makes decsions; sheep...'],['shepherd makes decsions; sheep do what shepherd wants them to'],"['NamedIndividual', 'Inference', 'Inference']",['Frame_Shepherding'],
Inference_300,['a body'],['a body'],"['NamedIndividual', 'Inference', 'Inference']",['Frame_Cognizing'],
Inference_60,['Employer has responsibility to...'],['Employer has responsibility to compensate employee for performing duties.'],"['Inference', 'NamedIndividual', 'Inference']",,
Inference_624,['poor physical health leads to loss...'],['poor physical health leads to loss of function'],"['NamedIndividual', 'Inference', 'Inference']",['Frame_Person'],
Inference_680,['being unable to move from one place...'],['being unable to move from one place to another'],"['Inference', 'NamedIndividual', 'Inference']",['Frame_Motion'],
Inference_566,['nullSourceInference'],['nullSourceInference'],"['NamedIndividual', 'Inference', 'Inference']",['Frame_Verticality'],
Inference_301,['the mind'],['the mind'],"['Inference', 'NamedIndividual', 'Inference']",['Frame_Bodily_functioning'],
Inference_304,['Success of transfer'],['Success of transfer'],"['NamedIndividual', 'Inference', 'Inference']",['Frame_Transfer_scenario'],
Inference_628,['The strength/integrity of the textile...'],['The strength/integrity of the textile as a whole is dependent on the strength/integrity of the individual fibers.'],"['Inference', 'NamedIndividual', 'Inference']",['Frame_Textile'],
Inference_114,"['When items are connected, they...']","['they move to the same place.', 'then the attached item will not move.  If both items are moveable objects', 'they share a ""common fate"" with respect to location.  If one item is a fixed object', 'When items are connected', 'and if they move', 'either both move or both are stationary']","['Inference', 'NamedIndividual', 'Inference']",,
Inference_393,['change in functionality'],['change in functionality'],"['NamedIndividual', 'Inference', 'Inference']",['Frame_Functionality'],
Inference_273,['The occurrence of the cause precedes...'],['The occurrence of the cause precedes or accompanies the change of state'],"['Inference', 'NamedIndividual', 'Inference']",['Frame_Caused_change_of_state'],
Inference_217,['ability to move along a path'],['ability to move along a path'],"['Inference', 'NamedIndividual', 'Inference']",['Frame_Motion_along_a_path'],
Inference_161,['The parts of the day are temporally...'],"['this frame supports order-based inferences', 'e.g. if it is noon', 'The parts of the day are temporally ordered. Thus', 'then morning has already occurred.']","['Inference', 'NamedIndividual', 'Inference']",,
Inference_571,['nullTargetEntailment'],['nullTargetEntailment'],"['NamedIndividual', 'Inference', 'Inference']",['Frame_Power'],
Inference_94,"['At initial stage, donor possesses...']","['donor possesses object.\nAt start transition', 'At initial stage', 'donor loses possession', 'e.g. releases hold on object.\nAt final stage', 'donor does not possess object']","['NamedIndividual', 'Inference', 'Inference']",,
Inference_121,['When conditions are poor and light...'],"['When conditions are poor and light and nutrient supplies are cut', 'a plant will wither and die.']","['NamedIndividual', 'Inference', 'Inference']",,
Inference_379,['imminence of experience of a particular...'],['imminence of experience of a particular state value'],"['Inference', 'NamedIndividual', 'Inference']",['Frame_Experiencing_a_state'],
Inference_632,"[""people's actions can alleviate...""]","[""people's actions can alleviate symptoms and cure disease""]","['NamedIndividual', 'Inference', 'Inference']",['Frame_Disease'],
Inference_3,['the absorbing entity does not have...'],['the absorbing entity does not have to exert effort in order for the fluid to move into it'],"['NamedIndividual', 'Inference', 'Inference']",,
Inference_506,['decreases in size'],['decreases in size'],"['Inference', 'NamedIndividual', 'Inference']",['Frame_Size'],
Inference_678,['being able to move to different...'],['being able to move to different locations'],"['NamedIndividual', 'Inference', 'Inference']",['Frame_Motion'],
Inference_84,"[""The leader's motion precedes that...""]","[""The leader's motion precedes that of the follower.""]","['Inference', 'NamedIndividual', 'Inference']",,
Inference_244,['Increase in heat over time'],['Increase in heat over time'],"['Inference', 'NamedIndividual', 'Inference']",['Frame_Heat'],
Inference_570,['nullSourceInference'],['nullSourceInference'],"['NamedIndividual', 'Inference', 'Inference']",['Frame_Possession'],
Inference_365,"[""legislator's objective is for bill...""]","[""legislator's objective is for bill to be enacted""]","['NamedIndividual', 'Inference', 'Inference']",['Frame_Legislation_enactment'],
Inference_455,['Coming up with an idea'],['Coming up with an idea'],"['NamedIndividual', 'Inference', 'Inference']",['Frame_Idea'],
Inference_560,['Driving a vehicle'],['Driving a vehicle'],"['Inference', 'NamedIndividual', 'Inference']",['Frame_Vehicle'],
Inference_142,['ordering of values -- if B is greater...'],"['then C is greater than A.', 'and C is greater than B', 'ordering of values -- if B is greater than A']","['Inference', 'NamedIndividual', 'Inference']",,
Inference_171,"[""ABUSE is the Trusted's use of power...""]","[""ABUSE is the Trusted's use of power to harm the Truster of gain benefits for the Trusted.""]","['Inference', 'NamedIndividual', 'Inference']",,
Inference_605,['nullTargetEntailment'],['nullTargetEntailment'],"['NamedIndividual', 'Inference', 'Inference']",['Frame_Abstract_relatedness'],
Inference_37,['The competitor who performs best...'],"['The competitor who performs best on some scale (distance', 'intensity', 'amount', 'quantity acquires or produced', 'duration) is the winner.']","['NamedIndividual', 'Inference', 'Inference']",,['cultural']
Inference_283,"['at final stage, experiencer no...']","['experiencer no longer experiences state', 'at final stage']","['NamedIndividual', 'Inference', 'Inference']",['Frame_Change_of_state'],
Inference_78,['One precondition is that the object...'],"['One precondition is that the object must be accessible to the recipient', 'e.g. within reach', 'and without intervening barrier.']","['Inference', 'NamedIndividual', 'Inference']",,
Inference_225,['presence/absence of conditions...'],['presence/absence of conditions that affect motion'],"['NamedIndividual', 'Inference', 'Inference']",['Frame_Self_propelled_motion'],
Inference_109,"['At beginning of motion, mover is...']","['mover is not within bounded region; at end of motion mover is within bounded region', 'At beginning of motion']","['Inference', 'NamedIndividual', 'Inference']",,['aspectual']
Inference_386,['lack of containment enables mover...'],['lack of containment enables mover to move in many directions'],"['Inference', 'NamedIndividual', 'Inference']",['Frame_Motion_impediments'],
Inference_191,['lighting conditions affect how...'],['lighting conditions affect how well the See-er can see an ob'],"['NamedIndividual', 'Inference', 'Inference']",['Frame_Seeing'],
Inference_299,['change out of state'],['change out of state'],"['NamedIndividual', 'Inference', 'Inference']",['Frame_Change_of_state'],
Inference_446,['Appetizing foods'],['Appetizing foods'],"['Inference', 'NamedIndividual', 'Inference']",['Frame_Food'],
Inference_303,['a well-functioning/non-functioning...'],['a well-functioning/non-functioning mind'],"['NamedIndividual', 'Inference', 'Inference']",['Frame_Bodily_functioning'],
