name,hasSourceRole,label,type,hasTargetRole,comment
Mapping_405,['Role_Frame_Journey_path_traced_by_sequence_of_motion'],['Life.course_of_life<=Journey.path_traced_by_sequence_of_motion'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Life_course_of_life'],
Mapping_358,['Role_Frame_Impediment_to_motion_affected_motion'],['Legislation enactment.bill_status_change<=Impediment to motion.affected_motion'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Legislation_enactment_bill_status_change'],
Mapping_92,['Role_Frame_Object_collection_object_collections'],['Arithmetic.numbers<=Object collection.object_collections'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Arithmetic_numbers'],
Mapping_356,['Role_Frame_Size_size_scale'],['Importance.importance_scale<=Size.size_scale'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Importance_importance_scale'],
Mapping_559,['Role_Frame_Disease_disease'],['Social problems.problem<=Disease.disease'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Social_problems_problem'],
Mapping_584,['Role_Frame_Burden_burdened_entity'],['Experience pain.experiencer<=Burden.burdened_entity'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Experience_pain_experiencer'],
Mapping_465,['Role_Frame_Overeating_resulting_state_of_overeating'],['Resource consumption.resulting_state_of_over-consumption<=Overeating.resulting_state_of_overeating'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Resource_consumption_resulting_state_of_over_consumption'],
Mapping_489,['Role_Frame_Self_propelled_motion_to_a_destination_self_mover'],['Thinking about.thinker<=Self propelled motion to a destination.self-mover'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Thinking_about_thinker'],
Mapping_472,['Role_Frame_Fierce_animal_dangerous_animal'],['Poverty.cause_of_impoverished_state<=Fierce animal.dangerous_animal'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Poverty_cause_of_impoverished_state'],
Mapping_360,['Role_Frame_Biological_entity_specialized_parts'],['Institution.positions<=Biological entity.specialized_parts'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Institution_positions'],
Mapping_71,['Role_Frame_Fire_burning_object'],['Anger.experiencer<=Fire.burning_object'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Anger_experiencer'],
Mapping_590,['Role_Frame_Physical_harm_harmful_effect'],['Taxation.tax_payment<=Physical harm.harmful_effect'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Taxation_tax_payment'],
Mapping_632,['Role_Frame_Motion_along_a_path_source_of_motion'],['Virtual motion.starting_locus_of_attention<=Motion along a path.source_of_motion'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Virtual_motion_starting_locus_of_attention'],
Mapping_113,['Role_Frame_Possession_posessor'],['Attribute.entity<=Possession.posessor'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Attribute_entity'],
Mapping_334,['Role_Frame_Disease_disease'],['Personal weapon.weapon<=Disease.disease'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Personal_weapon_weapon'],
Mapping_167,['Role_Frame_Draw_a_picture_Audience'],['Communication.Addressee<=Draw a picture.Audience'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Communication_Addressee'],
Mapping_280,['Role_Frame_Gain_possession_possession'],['Position.position<=Gain possession.possession'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Position_position'],
Mapping_484,['Role_Frame_Cleanliness_clean_substance'],['Purity.pure_substance<=Cleanliness.clean_substance'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Purity_pure_substance'],['a pure substance is one that is free from other substances (impurities); a clean substance has no dirty or unhealthy substances in it.']
Mapping_321,['Role_Frame_Person_objectives'],['Government.governor_objectives<=Person.objectives'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Government_governor_objectives'],
Mapping_311,['Role_Frame_Vehicular_motion_motion_x_schema'],['Governing action.jurisdiction_state_x-schema<=Vehicular motion.motion_x-schema'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Governing_action_jurisdiction_state_x_schema'],
Mapping_385,['Role_Frame_Touching_limbs'],['Knowing.mind<=Touching.limbs'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Knowing_mind'],
Mapping_440,['Role_Frame_Complex_physical_object_object_location'],['Nation.nation_geographic_area<=Complex physical object.object_location'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Nation_nation_geographic_area'],
Mapping_178,['Role_Frame_Verticality_upright_entity'],['Consciousness.conscious_entity<=Verticality.upright_entity'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Consciousness_conscious_entity'],
Mapping_30,['Role_Frame_Self_propelled_motion_self_mover'],['Action.actor<=Self propelled motion.self-mover'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Action_actor'],
Mapping_302,['Role_Frame_Child_care_childcare_provider'],['Government.governor<=Child care.childcare_provider'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Government_governor'],
Mapping_416,['Role_Frame_Person_human_mind'],['Machine.machine_software<=Person.human_mind'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Machine_machine_software'],
Mapping_387,['Role_Frame_Physical_structure_structure_whole'],['Law.law<=Physical structure.structure_whole'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Law_law'],
Mapping_230,['Role_Frame_Game_outcome'],['Election.outcome<=Game.outcome'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Election_outcome'],
Mapping_36,['Role_Frame_Treating_a_physical_affliction_treatment_strategies'],['Addressing poverty.policies<=Treating a physical affliction.treatment_strategies'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Addressing_poverty_policies'],
Mapping_259,['Role_Frame_Being_at_a_location_Being_at_a_location_experiencer'],['Experiencing an economic status.status holder<=Being at a location.Being at a location.experiencer'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Experiencing_an_economic_status_status_holder'],
Mapping_550,['Role_Frame_Self_propelled_motion_to_a_destination_goal'],['Self-initiated state change.final_state<=Self propelled motion to a destination.goal'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Self_initiated_state_change_final_state'],
Mapping_229,['Role_Frame_Game_game_player2'],['Election.candidate2<=Game.game player2'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Election_candidate2'],
Mapping_372,['Role_Frame_Relationship_Relationship_related_entity_1'],['International Relations.International_relation.nation1<=Relationship.Relationship.related_entity_1'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_International_Relations_International_relation_nation1'],
Mapping_379,['Role_Frame_Seeing_see_er'],['Knowing.knower<=Seeing.see-er'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Knowing_knower'],
Mapping_357,['Role_Frame_Impediment_to_motion_mover'],['Legislation enactment.bill<=Impediment to motion.mover'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Legislation_enactment_bill'],
Mapping_480,['Role_Frame_Physical_harm_cause_of_harm'],['Poverty.cause_of_impoverished_state<=Physical harm.cause_of_harm'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Poverty_cause_of_impoverished_state'],
Mapping_129,['Role_Frame_Physical_combat_Fighter2'],['Cancer.Cancer<=Physical combat.Fighter2'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Cancer_Cancer'],
Mapping_553,['Role_Frame_Textile_fibers'],['Social group.member_relation<=Textile.fibers'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Social_group_member_relation'],
Mapping_627,['Role_Frame_Object_manipulation_grasping_person'],['Understanding.understanding_person<=Object manipulation.grasping_person'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Understanding_understanding_person'],
Mapping_502,['Role_Frame_Complex_physical_object_object_part_relations'],['Relationship.inter-relation<=Complex physical object.object_part_relations'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Relationship_inter_relation'],
Mapping_139,['Role_Frame_Transfer_scenario_transferred_object'],['Causation.effect<=Transfer scenario.transferred_object'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Causation_effect'],
Mapping_407,['Role_Frame_Journey_journey_difficulties'],['Life.life_difficulties<=Journey.journey_difficulties'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Life_life_difficulties'],
Mapping_289,['Role_Frame_Building_foundation_of_structure'],['Government institution.authority_base<=Building.foundation_of_structure'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Government_institution_authority_base'],
Mapping_589,['Role_Frame_Physical_harm_victim'],['Taxation.tax_payer<=Physical harm.victim'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Taxation_tax_payer'],
Mapping_540,['Role_Frame_Searching_seeker_of_some_object'],['Knowing.knowledge_seeker<=Searching.seeker_of_some_object'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Knowing_knowledge_seeker'],
Mapping_364,['Role_Frame_Complex_physical_object_object_part_relations'],['Institution.position_relations<=Complex physical object.object_part_relations'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Institution_position_relations'],
Mapping_138,['Role_Frame_Transfer_scenario_transfer_recipient'],['Causation.affected<=Transfer scenario.transfer_recipient'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Causation_affected'],
Mapping_471,['Role_Frame_Disease_health_state'],['Poverty.impoverished_state<=Disease.health_state'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Poverty_impoverished_state'],
Mapping_638,['Role_Frame_Resource_amount_of_resource'],['Wealth.degree of wealth<=Resource.amount_of_resource'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Wealth_degree_of_wealth'],
Mapping_87,['Role_Frame_Heating_fluid_fluid_heat_level'],['Anger.anger_level<=Heating_fluid.fluid_heat_level'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Anger_anger_level'],
Mapping_434,['Role_Frame_Building_building_inhabitants'],['Nation.nation_citizens<=Building.building_inhabitants'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Nation_nation_citizens'],
Mapping_526,['Role_Frame_Journey_co_journeyer'],['Romantic relationship.relationship_co_participant<=Journey.co_journeyer'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Romantic_relationship_relationship_co_participant'],
Mapping_548,['Role_Frame_Self_propelled_motion_to_a_destination_source'],['Self-initiated state change.initial_state<=Self propelled motion to a destination.source'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Self_initiated_state_change_initial_state'],
Mapping_486,['Role_Frame_Self_propelled_motion_to_a_destination_self_mover'],['Purposeful action.actor<=Self propelled motion to a destination.self-mover'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Purposeful_action_actor'],['self-mover has binding to actor in Source domain frame']
Mapping_599,['Role_Frame_Disease_patient'],['Taxation.tax_payer<=Disease.patient'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Taxation_tax_payer'],
Mapping_457,['Role_Frame_Machine_operator_of_machine'],['Organization.head_of_organization<=Machine.operator_of_machine'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Organization_head_of_organization'],
Mapping_53,['Role_Frame_War_enemy_combatants'],['Addressing social problems.immoral_citizens<=War.enemy_combatants'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Addressing_social_problems_immoral_citizens'],
Mapping_76,['Role_Frame_Heat_heat_level'],['Anger.anger_level<=Heat.heat_level'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Anger_anger_level'],
Mapping_238,['Role_Frame_War_War_side1'],['Election.candidate1<=War.War.side1'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Election_candidate1'],
Mapping_3,['Role_Frame_Seeing_vision'],['Citizen evaluation of government.evaluation<=Seeing.vision'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Citizen_evaluation_of_government_evaluation'],
Mapping_464,['Role_Frame_Overeating_food'],['Resource consumption.resource<=Overeating.food'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Resource_consumption_resource'],
Mapping_432,['Role_Frame_Straightness_straight_person'],['Morality.moral_person<=Straightness.straight_person'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Morality_moral_person'],
Mapping_621,['Role_Frame_Building_building_stability'],['Trust relationship.relationship_status<=Building.building_stability'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Trust_relationship_relationship_status'],
Mapping_195,['Role_Frame_Decay_decayed_entity'],['Corruption.corruption_affectee<=Decay.decayed_entity'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Corruption_corruption_affectee'],
Mapping_31,['Role_Frame_Self_propelled_motion_self_motion_x_schema'],['Action.action_x-schema<=Self propelled motion.self-motion_x-schema'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Action_action_x_schema'],
Mapping_292,['Role_Frame_Machine_purpose'],['Government institution.responsibilites<=Machine.purpose'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Government_institution_responsibilites'],
Mapping_65,['Role_Frame_Size_scalar_position'],['State.profiled_state_value<=Size.scalar_position'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_State_profiled_state_value'],
Mapping_397,['Role_Frame_Gain_possession_possession'],['Learning.learned_material<=Gain possession.possession'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Learning_learned_material'],
Mapping_614,['Role_Frame_Motion_along_a_path_space_in_front_of_observer'],['Time.future_time<=Motion along a path.space_in_front_of_observer'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Time_future_time'],
Mapping_470,['Role_Frame_Disease_disease'],['Poverty.cause_of_impoverished_state<=Disease.disease'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Poverty_cause_of_impoverished_state'],
Mapping_85,['Role_Frame_Heating_fluid_fluid'],['Anger.anger<=Heating_fluid.fluid'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Anger_anger'],
Mapping_203,['Role_Frame_Fierce_animal_endangering_action'],['Crime.criminal_activity<=Fierce animal.endangering_action'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Crime_criminal_activity'],
Mapping_613,['Role_Frame_Motion_along_a_path_space_in_back_of_observer'],['Time.past_time<=Motion along a path.space_in_back_of_observer'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Time_past_time'],
Mapping_501,['Role_Frame_Complex_physical_object_object_parts'],['Relationship.related_entities<=Complex physical object.object_parts'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Relationship_related_entities'],
Mapping_451,['Role_Frame_Vehicle_vehicle_location'],['Nation.state_of_nation<=Vehicle.vehicle_location'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Nation_state_of_nation'],['via STATES ARELOCATIONS']
Mapping_166,['Role_Frame_Draw_a_picture_Drawer'],['Communication.Communicator<=Draw a picture.Drawer'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Communication_Communicator'],
Mapping_157,['Role_Frame_Motion_along_a_path_path'],['Change of state.transition<=Motion along a path.path'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Change_of_state_transition'],
Mapping_531,['Role_Frame_Source_path_goal_path'],['Scale.intermediate values<=Source path goal.path'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Scale_intermediate_values'],
Mapping_208,['Role_Frame_Hunger_hunger_x_schema'],['Desire.desire_x-schema<=Hunger.hunger_x-schema'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Desire_desire_x_schema'],
Mapping_199,['Role_Frame_Erosion_eroding_effect'],['Corruption.corrupting_effect<=Erosion.eroding_effect'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Corruption_corrupting_effect'],
Mapping_618,['Role_Frame_Building_building_whole'],['Trust relationship.relationship<=Building.building_whole'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Trust_relationship_relationship'],
Mapping_381,['Role_Frame_Seeing_visiual_ability'],['Knowing.knowledge_capacity<=Seeing.visiual_ability'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Knowing_knowledge_capacity'],
Mapping_394,['Role_Frame_Vehicular_motion_vehicle_passengers'],['State leadership.nation_citizens<=Vehicular motion.vehicle_passengers'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_State_leadership_nation_citizens'],
Mapping_120,['Role_Frame_Possession_possession'],['Belief.belief<=Possession.possession'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Belief_belief'],
Mapping_290,['Role_Frame_Machine_machine_entity'],['Government institution.government_whole<=Machine.machine_entity'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Government_institution_government_whole'],
Mapping_543,['Role_Frame_Adoption_family_representative'],['Selection.selector<=Adoption.family_representative'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Selection_selector'],
Mapping_78,['Role_Frame_Insanity_insane_person'],['Anger.experiencer<=Insanity.insane_person'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Anger_experiencer'],
Mapping_549,['Role_Frame_Self_propelled_motion_to_a_destination_path'],['Self-initiated state change.transition<=Self propelled motion to a destination.path'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Self_initiated_state_change_transition'],
Mapping_644,['Role_Frame_Containing_container'],['Word.word_form<=Containing.container'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Word_word_form'],
Mapping_45,['Role_Frame_Treating_a_physical_affliction_body'],['Addressing social problems.society<=Treating a physical affliction.body'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Addressing_social_problems_society'],
Mapping_28,['Role_Frame_Motion_along_a_path_goal_of_motion'],['Action.action_purpose<=Motion_along_a_path.goal_of_motion'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Action_action_purpose'],
Mapping_487,['Role_Frame_Self_propelled_motion_to_a_destination_self_motion_x_schema'],['Purposeful action.action_x-schema<=Self propelled motion to a destination.self-motion_x-schema'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Purposeful_action_action_x_schema'],
Mapping_522,['Role_Frame_Boat_on_the_rocks_boat'],['Romantic_relationship.relationship<=Boat on the rocks.boat'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Romantic_relationship_relationship'],
Mapping_606,['Role_Frame_Building_building_whole'],['Theory.theoretical_domain<=Building.building_whole'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Theory_theoretical_domain'],
Mapping_4,['Role_Frame_Seeing_see_er'],['Evaluation.evaluator<=Seeing.see-er'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Evaluation_evaluator'],
Mapping_305,['Role_Frame_Child_care_childcare_objectives'],['Government.governor_objectives<=Child care.childcare_objectives'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Government_governor_objectives'],
Mapping_232,['Role_Frame_Game_prize'],['Election.office<=Game.prize'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Election_office'],
Mapping_267,['Role_Frame_Being_at_a_location_x_schema'],['Experiencing a state.stative_x-schema<=Being at a location.x-schema'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Experiencing_a_state_stative_x_schema'],
Mapping_313,['Role_Frame_Leadership_leader'],['Government.governor<=Leadership.leader'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Government_governor'],
Mapping_374,['Role_Frame_Relationship_Relationship_relationship_whole'],['International Relations.International_relations.international_relationship<=Relationship.Relationship.relationship_whole'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_International_Relations_International_relations_international_relationship'],
Mapping_403,['Role_Frame_Journey_journey_destination'],['Life.main_life_goal<=Journey.journey_destination'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Life_main_life_goal'],
Mapping_459,['Role_Frame_Machine_machine_parts'],['Organization.organization_subparts<=Machine.machine_parts'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Organization_organization_subparts'],
Mapping_160,['Role_Frame_Possession_change_possessor'],['Change of state.experiencer<=Possession change.possessor'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Change_of_state_experiencer'],
Mapping_499,['Role_Frame_Restore_to_life_life_restorer'],['Gun control legislation.proponent_of_legislation<=Restore to life.life_restorer'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Gun_control_legislation_proponent_of_legislation'],
Mapping_551,['Role_Frame_Verticality_supine_entity'],['Health.sick_entity<=Verticality.supine_entity'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Health_sick_entity'],
Mapping_136,['Role_Frame_Forced_motion_goal'],['Caused change of state.final_state<=Forced motion.goal'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Caused_change_of_state_final_state'],
Mapping_331,['Role_Frame_Possession_possession'],['Group.members<=Possession.possession'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Group_members'],
Mapping_225,['Role_Frame_Competitive_sport_competitor2'],['Election.candidate2<=Competitive sport.competitor2'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Election_candidate2'],
Mapping_220,['Role_Frame_Machine_purpose_of_machine'],['Economy.purpose_of_economy<=Machine.purpose_of_machine'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Economy_purpose_of_economy'],
Mapping_422,['Role_Frame_Straightness_person_moving_along_straight_line'],['Morality.moral_person<=Straightness.person_moving_along_straight_line'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Morality_moral_person'],
Mapping_642,['Role_Frame_Possession_possession'],['Part whole.parts<=Possession.possession'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Part_whole_parts'],
Mapping_69,['Role_Frame_Dissect_dissection_tool'],['Analysis.analytic_method<=Dissect.dissection_tool'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Analysis_analytic_method'],
Mapping_262,['Role_Frame_Being_at_a_location_Being_at_a_location_x_schema'],['Experiencing an economic status.stative_x-schema<=Being at a location.Being at a location.x-schema'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Experiencing_an_economic_status_stative_x_schema'],
Mapping_103,['Role_Frame_Object_construction_smaller'],['Arithmetic.less<=Object construction.smaller'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Arithmetic_less'],
Mapping_33,['Role_Frame_Treating_a_physical_affliction_disease'],['Addressing poverty.poverty<=Treating a physical affliction.disease'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Addressing_poverty_poverty'],
Mapping_90,['Role_Frame_Heating_fluid_fluid_agitation'],['Anger.body_agitation<=Heating_fluid.fluid_agitation'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Anger_body_agitation'],
Mapping_210,['Role_Frame_Motion_impediments_impediment'],['Difficulties in action.difficulty<=Motion impediments.impediment'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Difficulties_in_action_difficulty'],
Mapping_442,['Role_Frame_Family_family_members'],['Nation.citizens<=Family.family_members'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Nation_citizens'],
Mapping_338,['Role_Frame_Religious_practice_worshipped_thing'],['Gun possession.gun<=Religious practice.worshipped thing'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Gun_possession_gun'],
Mapping_386,['Role_Frame_Touching_object'],['Knowing.idea<=Touching.object'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Knowing_idea'],
Mapping_63,['Role_Frame_Size_size_scale'],['State.possible_state_values<=Size.size_scale'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_State_possible_state_values'],
Mapping_308,['Role_Frame_Vehicular_motion_passenger_s_'],['Governing action.governed<=Vehicular motion.passenger(s)'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Governing_action_governed'],
Mapping_316,['Role_Frame_Nuclear_family_parent_s_'],['Government.governor<=Nuclear family.parent(s)'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Government_governor'],
Mapping_393,['Role_Frame_Vehicular_motion_vehicle'],['State leadership.nation_whole<=Vehicular motion.vehicle'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_State_leadership_nation_whole'],
Mapping_17,['Role_Frame_Motion_to_a_location_destination'],['Purposeful action.purpose<=Motion to a location.destination'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Purposeful_action_purpose'],
Mapping_207,['Role_Frame_Hunger_object_hungered_for'],['Desire.desired_object<=Hunger.object_hungered_for'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Desire_desired_object'],
Mapping_610,['Role_Frame_Speaking_speaker'],['Cognizing.cognizer<=Speaking.speaker'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Cognizing_cognizer'],
Mapping_468,['Role_Frame_Crime_victim'],['Poverty.impoverished_entity<=Crime.victim'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Poverty_impoverished_entity'],
Mapping_455,['Role_Frame_Machine_functional_status'],['Organization.organizational_efficacy<=Machine.functional_status'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Organization_organizational_efficacy'],
Mapping_59,['Role_Frame_War_power_of_weapons'],['Addressing social problems.power_to_solve_problems<=War.power_of_weapons'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Addressing_social_problems_power_to_solve_problems'],
Mapping_344,['Role_Frame_Verticality_state_of_uprightness'],['Health.state_of_health<=Verticality.state_of_uprightness'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Health_state_of_health'],
Mapping_81,['Role_Frame_Insanity_agitation_limit'],['Anger.anger_limit<=Insanity.agitation_limit'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Anger_anger_limit'],
Mapping_204,['Role_Frame_Fierce_animal_prey'],['Crime.victim<=Fierce animal.prey'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Crime_victim'],['add to source frame later']
Mapping_285,['Role_Frame_Verticality_scalar_position'],['Government institution.functional_status<=Verticality.scalar_position'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Government_institution_functional_status'],
Mapping_505,['Role_Frame_Object_object_entity'],['Relationship.relation<=Object.object_entity'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Relationship_relation'],
Mapping_463,['Role_Frame_Overeating_overeater'],['Resource consumption.over-consumer_of_resources<=Overeating.overeater'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Resource_consumption_over_consumer_of_resources'],
Mapping_183,['Role_Frame_Bounded_region_center'],['Control.controlling_entity<=Bounded region.center'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Control_controlling_entity'],
Mapping_304,['Role_Frame_Child_care_childcare_duties'],['Government.governing_actions<=Child care.childcare_duties'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Government_governing_actions'],
Mapping_398,['Role_Frame_Gain_possession_getting_x_schema'],['Learning.learning_x-schema<=Gain possession.getting_x-schema'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Learning_learning_x_schema'],
