,lemma_1,lemma_2,year,genre,source,text,clean_text
717,spring,action,2006,FIC,Mov:King Kong,INT. ENGINE ROOM - NIGHT # CLOSE ON: THE SHIPS GAUGES SPRING INTO ACTION. # EXT. VENTURE STERN # CRANE DOWN the stern of the ship as,INT. ENGINE ROOM - NIGHT # CLOSE ON: THE SHIPS GAUGES SPRING INTO ACTION. # EXT. VENTURE STERN # CRANE DOWN the stern of the ship as
718,spring,action,2006,MAG,Ebony,"From the time Katrina hit, local Urban Leagues along the Gulf Coast sprang into action, helping victims find housing, jobs, respect and dignity at a very troubled","From the time Katrina hit, local Urban Leagues along the Gulf Coast sprang into action, helping victims find housing, jobs, respect and dignity at a very troubled"
719,spring,action,2006,ACAD,AmerIndianQ,"the first step in starting a museum is not for social scientists to spring into action but always to have a town meeting. At some of these meetings, it","the first step in starting a museum is not for social scientists to spring into action but always to have a town meeting. At some of these meetings, it"
720,spring,action,2005,SPOK,Fox_HC,"to Palm Island. (END-VIDEO-CLIP) HANNITY: He got it. Officer Shaq sprung into action and after following the suspect flagged down a Miami police officer, who arrested the","to Palm Island. (END-VIDEO-CLIP) HANNITY: He got it. Officer Shaq sprung into action and after following the suspect flagged down a Miami police officer, who arrested the"
721,spring,action,2005,SPOK,CBS_Sixty,at his home and told him what the writing could mean. Golan sprung into action. He had the box scrutinized by specialists in different fields. They were impressed,at his home and told him what the writing could mean. Golan sprung into action. He had the box scrutinized by specialists in different fields. They were impressed
722,spring,action,2005,SPOK,Ind_Oprah,careful what I say in front of you. WINFREY: So we sprung into action. Watch our clever plot unfold. Mr-DENTON: I've never grand-marshaled. Unidentified,careful what I say in front of you. WINFREY: So we sprung into action. Watch our clever plot unfold. Mr-DENTON: I've never grand-marshaled. Unidentified
723,spring,action,2005,SPOK,Ind_Oprah,"want help! WINFREY: Devastated by what we saw, everyday citizens sprung into action to save lives and help people who had lost everything. One hundred doctors and","want help! WINFREY: Devastated by what we saw, everyday citizens sprung into action to save lives and help people who had lost everything. One hundred doctors and"
724,spring,action,2005,FIC,IndiaCurrents,"water from the lawn directly ahead of him. The automatically programmed sprinklers sprang into action, like children jumping out of their hiding place, dutifully completing their task,","water from the lawn directly ahead of him. The automatically programmed sprinklers sprang into action, like children jumping out of their hiding place, dutifully completing their task,"
725,spring,action,2005,FIC,Triquarterly,"writing to Jonathan. Regardless who it was, he would have to spring into action and fetch their coats with a convincing smile firmly in place. Then Lillian would","writing to Jonathan. Regardless who it was, he would have to spring into action and fetch their coats with a convincing smile firmly in place. Then Lillian would"
726,spring,action,2005,FIC,Bk:LossLeonMeed,re selfish and hurtful and better at deceit than anything else? Greg sprang into action when the flame had eaten half the certificate by using his discarded undershirt to smother,re selfish and hurtful and better at deceit than anything else? Greg sprang into action when the flame had eaten half the certificate by using his discarded undershirt to smother
727,spring,action,2005,FIC,Bk:DatingDeadMen,"forever, of course. For fifteen or twenty seconds. Then I sprang into action, slapping my hand down on the counter right smack on top of the List","forever, of course. For fifteen or twenty seconds. Then I sprang into action, slapping my hand down on the counter right smack on top of the List"
728,spring,action,2005,MAG,SouthernLiv,"time to garden. The weather is fine, and eager bloomers are springing into action. Photograph // Phoebe Blackston knows flowers, and her abundant autumn garden reflects it","time to garden. The weather is fine, and eager bloomers are springing into action. Photograph // Phoebe Blackston knows flowers, and her abundant autumn garden reflects it"
729,spring,action,2005,MAG,TotalHealth,brains have built-in stem cells that can make new brain circuits. These spring into action under stimulation from growth factors produced by the brain's healthy cells. PS supports,brains have built-in stem cells that can make new brain circuits. These spring into action under stimulation from growth factors produced by the brain's healthy cells. PS supports
730,spring,action,2005,MAG,AmSpect,"40 such genes had been discovered. Normally harmless, "" they would spring into action and cause cancer if they were twitched by carcinogens. "" When mutated, in","40 such genes had been discovered. Normally harmless, "" they would spring into action and cause cancer if they were twitched by carcinogens. "" When mutated, in"
731,spring,action,2005,MAG,People,"decided to drop the charges and bail Brown out of jail. Williams sprang into action again. "" Ross did not want to testify against Brown, "" says Detective","decided to drop the charges and bail Brown out of jail. Williams sprang into action again. "" Ross did not want to testify against Brown, "" says Detective"
732,spring,action,2005,NEWS,CSMonitor,"stories bolster our faith in heroic individuals, and the benevolent community is springing into action. David Frauenfelder, instructor Durham, N.C. # Survivor contemplates' normal' #","stories bolster our faith in heroic individuals, and the benevolent community is springing into action. David Frauenfelder, instructor Durham, N.C. # Survivor contemplates' normal' #"
733,spring,action,2005,ACAD,OrthoNursing,"forcing the demise of gender restrictions. Seizing this opportunity, women immediately sprung into action. Dorothea Dix was named Superintendent of the Women Nurses of the U.S. Army by","forcing the demise of gender restrictions. Seizing this opportunity, women immediately sprung into action. Dorothea Dix was named Superintendent of the Women Nurses of the U.S. Army by"
734,spring,action,2004,SPOK,Ind_Oprah,"for the long trip across country. Meanwhile, our San Diego Moms sprang into action. The OPRAH show was coming to town. Unidentified Woman 9: Yeah,","for the long trip across country. Meanwhile, our San Diego Moms sprang into action. The OPRAH show was coming to town. Unidentified Woman 9: Yeah,"
735,spring,action,2004,FIC,SouthernRev,"dear? "" # "" There's no deck. "" # Howard sprang into action. "" Amy and Dan are the kind of people who actually use their outdoor","dear? "" # "" There's no deck. "" # Howard sprang into action. "" Amy and Dan are the kind of people who actually use their outdoor"
736,spring,action,2004,FIC,Bk:InFullBloom,"then, I hadn't been surprised. I'd known she would spring into action as soon as I left grad school, which was one reason I'd loitered","then, I hadn't been surprised. I'd known she would spring into action as soon as I left grad school, which was one reason I'd loitered"
737,spring,action,2004,FIC,Mov:Feast,". # HEROINE # Get to your cars!!! The Beasts spring into action, chasing the group. Bozo, with Para on his back, sprints for",". # HEROINE # Get to your cars!!! The Beasts spring into action, chasing the group. Bozo, with Para on his back, sprints for"
738,spring,action,2004,MAG,Cosmopolitan,"work and then sexually assaulted. Shocked, police in the sleepy burg sprang into action, searching everywhere for suspects but finding none, according to Scott Doughman, one","work and then sexually assaulted. Shocked, police in the sleepy burg sprang into action, searching everywhere for suspects but finding none, according to Scott Doughman, one"
739,spring,action,2004,MAG,TotalHealth,Systems Supported by GPC. The Muscular System. For our muscles to spring into action they must be stimulated by acetylcholine released from a nerve ending. GPC is the,Systems Supported by GPC. The Muscular System. For our muscles to spring into action they must be stimulated by acetylcholine released from a nerve ending. GPC is the
740,spring,action,2004,NEWS,SanFranChron,Hammer and Kimberly Guilfoyle Newsom are too busy pontificating about Scott Peterson to spring into action.) # Even the most responsible journalists covering the Peterson trial offer a summary,Hammer and Kimberly Guilfoyle Newsom are too busy pontificating about Scott Peterson to spring into action.) # Even the most responsible journalists covering the Peterson trial offer a summary
741,spring,action,2003,MAG,BoysLife,one saw the whitewater ahead. The Scouts had barely enough time to spring into action before they were shooting down the most ferocious rapids of the trip. Canoes dipped,one saw the whitewater ahead. The Scouts had barely enough time to spring into action before they were shooting down the most ferocious rapids of the trip. Canoes dipped
742,spring,action,2003,MAG,Backpacker,"do birds sing in the morning? Unlike humans who need coffee to spring into action, birds are motivated by sunlight. "" Some species require very little light and","do birds sing in the morning? Unlike humans who need coffee to spring into action, birds are motivated by sunlight. "" Some species require very little light and"
743,spring,action,2003,SPOK,CBS_48Hours,"a tiny country, Monaco has an impressive police force, who will spring into action at the smallest infraction. ! MIDDLETON: I mean, this is very","a tiny country, Monaco has an impressive police force, who will spring into action at the smallest infraction. ! MIDDLETON: I mean, this is very"
744,spring,action,2003,MAG,MensHealth,"close to an all-out effort. Otherwise, the highest-threshold fibers would never spring into action. Moreover, the smaller fibers don't need any special high-repetition program of their","close to an all-out effort. Otherwise, the highest-threshold fibers would never spring into action. Moreover, the smaller fibers don't need any special high-repetition program of their"
745,spring,action,2002,SPOK,CBS_48Hours,"other athletes during their competition. Out of sight, but ready to spring into action... UNIDENTIFIED-MALE: Check your ammo. ROBERTS:... is an elite FBI SWAT team","other athletes during their competition. Out of sight, but ready to spring into action... UNIDENTIFIED-MALE: Check your ammo. ROBERTS:... is an elite FBI SWAT team"
746,spring,action,2002,SPOK,CNN_Daybreak,"That's due at the end of next month. So they have sprung into action very quickly. They held a Cabinet meeting yesterday, and they're going to","That's due at the end of next month. So they have sprung into action very quickly. They held a Cabinet meeting yesterday, and they're going to"
747,spring,action,2002,SPOK,CNN_Daybreak,", they can't get insurance for the businesses. So they have sprung into action quite quickly. In terms of emergency supports, Austria, Bulgaria, Romania,",", they can't get insurance for the businesses. So they have sprung into action quite quickly. In terms of emergency supports, Austria, Bulgaria, Romania,"
748,spring,action,2002,MAG,BoysLife,"settled into a rhythm that matched the flow of the river: They sprang into action and paddled furiously through its rapids, then kicked back and "" chilled "" through","settled into a rhythm that matched the flow of the river: They sprang into action and paddled furiously through its rapids, then kicked back and "" chilled "" through"
749,spring,action,2002,MAG,Backpacker,"residents, as well as state and federal wildlife agency representatives, will spring into action. Some members, such as the Center for Biological Diversity, want an aggressive","residents, as well as state and federal wildlife agency representatives, will spring into action. Some members, such as the Center for Biological Diversity, want an aggressive"
750,spring,action,2002,MAG,People,". His aunt, a former Army nurse, let out a scream-then sprang into action. She bundled him back into the car and sped off to a local clinic",". His aunt, a former Army nurse, let out a scream-then sprang into action. She bundled him back into the car and sped off to a local clinic"
751,spring,action,2002,MAG,VegTimes,"only does your breathing improve, but stress hormones drop and immune cells spring into action when you giggle. By laughing, your whole outlook on life can shift to","only does your breathing improve, but stress hormones drop and immune cells spring into action when you giggle. By laughing, your whole outlook on life can shift to"
752,spring,action,2002,NEWS,Atlanta,"a foggy bend on I-75 into a nightmare of colliding traffic, they sprang into action. # They are still there for him, as the slight, sandy-haired man","a foggy bend on I-75 into a nightmare of colliding traffic, they sprang into action. # They are still there for him, as the slight, sandy-haired man"
753,spring,action,2002,NEWS,Atlanta,"# With 14 minutes left in the UNC game, Mike Jr. sprang into action on the wing. He stole the ball and dribbled downcourt. He passed to","# With 14 minutes left in the UNC game, Mike Jr. sprang into action on the wing. He stole the ball and dribbled downcourt. He passed to"
754,spring,action,2002,NEWS,Denver,"or easily. # In the weeks immediately following the fire, she sprang into action, adding another bull, branding the new calves with the ranch's time-honored quarter-circle","or easily. # In the weeks immediately following the fire, she sprang into action, adding another bull, branding the new calves with the ranch's time-honored quarter-circle"
755,spring,action,2001,SPOK,Fox_Hume,first. I was so alarmed that I realized that we had to spring into action to make sure that we did everything we could to prevent this from happening.,first. I was so alarmed that I realized that we had to spring into action to make sure that we did everything we could to prevent this from happening.
756,spring,action,2001,FIC,FantasySciFi,"Although I could not move quickly without risking permanent paralysis, Vickie immediately sprang into action. Transcending her spheroid body, she charged into the burning stables and set the","Although I could not move quickly without risking permanent paralysis, Vickie immediately sprang into action. Transcending her spheroid body, she charged into the burning stables and set the"
757,spring,action,2001,MAG,SkyTelescope,"coming from the direction of Draco's head. Observatories around the world sprang into action to search for any optical afterglow left by the burst, which was designated GRB","coming from the direction of Draco's head. Observatories around the world sprang into action to search for any optical afterglow left by the burst, which was designated GRB"
758,spring,action,2001,MAG,MotherJones,"the court's approval. But by then, the right-to-life movement had sprung into action. Mike Johnson, the Baton Rouge lawyer, approached state Rep. Tony Perkins,","the court's approval. But by then, the right-to-life movement had sprung into action. Mike Johnson, the Baton Rouge lawyer, approached state Rep. Tony Perkins,"
759,spring,action,2001,MAG,Prevention,". # But the seriousness of her sister's condition prompted Battaglino to spring into action, researching the illness and coming up with lists of pertinent questions, top cancer",". # But the seriousness of her sister's condition prompted Battaglino to spring into action, researching the illness and coming up with lists of pertinent questions, top cancer"
760,spring,action,2000,FIC,MobilityForum,"! "" # "" Right, Boss, "" Sammy said as he sprang into action. Within minutes, the whining engines once again pulled the C-5 skyward into the","! "" # "" Right, Boss, "" Sammy said as he sprang into action. Within minutes, the whining engines once again pulled the C-5 skyward into the"
761,spring,action,2000,FIC,Mov:CastAway,go out! This is disaster! # CHUCK # Shit! He springs into action. Chuck grabs an empty FedEx box. With his wooden shovel he frantically SCOOPS,go out! This is disaster! # CHUCK # Shit! He springs into action. Chuck grabs an empty FedEx box. With his wooden shovel he frantically SCOOPS
762,spring,action,2000,MAG,AmSpect,"run again. # U.S. Term Limits, a national advocacy group, sprung into action, taking out a billboard in Spokane pre-emptively "" thanking "" Nethercutt for sticking to","run again. # U.S. Term Limits, a national advocacy group, sprung into action, taking out a billboard in Spokane pre-emptively "" thanking "" Nethercutt for sticking to"
763,spring,action,2000,MAG,Newsweek,"for the public or press. The GOP's well-organized "" observers "" sprang into action. A congressional aide, Martin Torrey, alerted his boss, New York Rep.","for the public or press. The GOP's well-organized "" observers "" sprang into action. A congressional aide, Martin Torrey, alerted his boss, New York Rep."
764,spring,action,2000,NEWS,Houston,"and balding, a cell phone dangling from his belt, waiting to spring into action as a live-action prop. # "" I've sat through it jillions of times","and balding, a cell phone dangling from his belt, waiting to spring into action as a live-action prop. # "" I've sat through it jillions of times"
765,spring,action,2000,ACAD,Ethnology,of the sigidi figures was a potent visual reminder that the ilari could spring into action and protect the king at any time. The openly exhibited sigidi were perceived as,of the sigidi figures was a potent visual reminder that the ilari could spring into action and protect the king at any time. The openly exhibited sigidi were perceived as
766,spring,action,1999,SPOK,NBC_Dateline,": (Voiceover) Incredibly, Rob says he found no tough investigators ready to spring into action. It was all just mushy confusion. Rob couldn't get anyone to listen",": (Voiceover) Incredibly, Rob says he found no tough investigators ready to spring into action. It was all just mushy confusion. Rob couldn't get anyone to listen"
767,spring,action,1999,MAG,Redbook,"waited until an overnight business trip came along (his), then sprang into action. "" Let's try this, "" I coaxed into the phone, praying","waited until an overnight business trip came along (his), then sprang into action. "" Let's try this, "" I coaxed into the phone, praying"
768,spring,action,1999,MAG,Astronomy,"its pre-programmed orders, the software e-mailed the news to Cline, who sprang into action. He e-mailed and telephoned astronomers who operate other x-ray satellites, who in turn","its pre-programmed orders, the software e-mailed the news to Cline, who sprang into action. He e-mailed and telephoned astronomers who operate other x-ray satellites, who in turn"
769,spring,action,1999,MAG,GoodHousekeeping,"about the emotional damage inflicted on pageant kids, Faye and other mothers sprang into action. "" We called psychological institutes around the country, "" she says, ""","about the emotional damage inflicted on pageant kids, Faye and other mothers sprang into action. "" We called psychological institutes around the country, "" she says, """
770,spring,action,1999,NEWS,CSMonitor,"at 5:30 Sunday afternoon. The assignments were due the following day. Springing into action, my husband proclaimed we'd make a papier-mche star! "" Huh? ""","at 5:30 Sunday afternoon. The assignments were due the following day. Springing into action, my husband proclaimed we'd make a papier-mche star! "" Huh? """
771,spring,action,1999,ACAD,AmerScholar,"him what I knew about the theft. With that, the authorities sprang into action. The next thing I learned was that a lawyer had walked into the Polish","him what I knew about the theft. With that, the authorities sprang into action. The next thing I learned was that a lawyer had walked into the Polish"
772,spring,action,1998,FIC,Highlights,"There was another vacuumcleaner invention inside. He pushed the buttons. It sprang into action like before, but this time it didn't break. It vacuumed up the","There was another vacuumcleaner invention inside. He pushed the buttons. It sprang into action like before, but this time it didn't break. It vacuumed up the"
773,spring,action,1998,NEWS,CSMonitor,"held March 17, pro-abortion-rights GOP activists predict the Republican old guard will spring into action to try to prevent the pattern from repeating throughout the primaries. "" He's","held March 17, pro-abortion-rights GOP activists predict the Republican old guard will spring into action to try to prevent the pattern from repeating throughout the primaries. "" He's"
774,spring,action,1998,NEWS,Denver,". # When her aunt took breaks from her work, Medina would spring into action. She'd undo what her aunt had done and then weave it again.",". # When her aunt took breaks from her work, Medina would spring into action. She'd undo what her aunt had done and then weave it again."
775,spring,action,1997,MAG,SkyTelescope,"the depth of interest among the local populace, Lim and his friends sprang into action. They took hundreds of photographs of the comet every clear night and compiled an","the depth of interest among the local populace, Lim and his friends sprang into action. They took hundreds of photographs of the comet every clear night and compiled an"
776,spring,action,1997,NEWS,Denver,". But it would create a blueprint for such tribunals so they could spring into action when the need arose, thereby better ensuring that justice would prevail. # For",". But it would create a blueprint for such tribunals so they could spring into action when the need arose, thereby better ensuring that justice would prevail. # For"
777,spring,action,1996,SPOK,CBS_Special,"hard for just such an eventuality, as you were saying. They sprung into action quite quickly. This is something I'm sure that they would have rather just","hard for just such an eventuality, as you were saying. They sprung into action quite quickly. This is something I'm sure that they would have rather just"
778,spring,action,1996,SPOK,NPR_Weekend,"files on all the opponents. Two congressional committee chairmen are already to spring into action on that. Scott, if you want to believe the word of a sleaze","files on all the opponents. Two congressional committee chairmen are already to spring into action on that. Scott, if you want to believe the word of a sleaze"
779,spring,action,1996,FIC,Bk:Valentine,". Moments later, the tape recorder on the table next to him sprang into action. * * * p56 "" You've reached the home and office of Dr.",". Moments later, the tape recorder on the table next to him sprang into action. * * * p56 "" You've reached the home and office of Dr."
780,spring,action,1996,MAG,Essence,". But Carol and Hurt Porter heeded the call in north Houston and sprang into action. Now, when their vans wade into one of that area's poorest neighborhoods",". But Carol and Hurt Porter heeded the call in north Houston and sprang into action. Now, when their vans wade into one of that area's poorest neighborhoods"
781,spring,action,1996,MAG,People,"Mounted Police issued an alert. Meanwhile, the fugitives' bail bondsman sprang into action. "" Nobody had as much motivation to find them as me, "" says","Mounted Police issued an alert. Meanwhile, the fugitives' bail bondsman sprang into action. "" Nobody had as much motivation to find them as me, "" says"
782,spring,action,1996,ACAD,Bioscience,"management plan, no environmental impact statement. "" # But sanctuary organizers sprang into action. By the winter of 1995, a draft environmental impact statement (ELS)","management plan, no environmental impact statement. "" # But sanctuary organizers sprang into action. By the winter of 1995, a draft environmental impact statement (ELS)"
783,spring,action,1995,SPOK,ABC_Nightline,"LONG, National Right to Life PAC: When' pro-life' citizens spring into action - and they will - the bubble that the media has blown around Colin Powell","LONG, National Right to Life PAC: When' pro-life' citizens spring into action - and they will - the bubble that the media has blown around Colin Powell"
784,spring,action,1995,FIC,Omni,"s. A patrol's nearing wail was the signal for Slater to spring into action. That vehicle could only be Brad Johnson responding. Slater jumped out, his","s. A patrol's nearing wail was the signal for Slater to spring into action. That vehicle could only be Brad Johnson responding. Slater jumped out, his"
785,spring,action,1995,FIC,Mov:Manhunt,from behind them - carrying a MACHINE GUN - Jim looks ready to spring into action - waiting for the right moment - # CRAIG # You want to make your,from behind them - carrying a MACHINE GUN - Jim looks ready to spring into action - waiting for the right moment - # CRAIG # You want to make your
786,spring,action,1995,MAG,Ms,""" feminist "" heroine should have been a clue: she says she sprang into action after she became outraged... by a feminist colleague's joke about Dan",""" feminist "" heroine should have been a clue: she says she sprang into action after she became outraged... by a feminist colleague's joke about Dan"
787,spring,action,1994,FIC,Mov:StarTrek07,"rockface. Picard watches him intently for a few moments, then quickly springs into action. 122 INT. JEFFERIES TUBE 122 People scramble through the tube and out into","rockface. Picard watches him intently for a few moments, then quickly springs into action. 122 INT. JEFFERIES TUBE 122 People scramble through the tube and out into"
788,spring,action,1994,MAG,RollingStone,"post wasn't sincere and every reason to believe that it was -- sprang into action. # So it was that on Monday, March 14, a spitting-mad,","post wasn't sincere and every reason to believe that it was -- sprang into action. # So it was that on Monday, March 14, a spitting-mad,"
789,spring,action,1994,NEWS,USAToday,"horrible, vertical crash. # Within seconds, a corporate crisis plan sprang into action that was so well-scripted and so well-rehearsed it had become virtually automatic. # Within","horrible, vertical crash. # Within seconds, a corporate crisis plan sprang into action that was so well-scripted and so well-rehearsed it had become virtually automatic. # Within"
790,spring,action,1993,FIC,Bk:Seduction,""" "" Oh, no, you're the guest. "" Maria sprang into action, checked her lipstick in the mirror and pulled on her sandals. "" The",""" "" Oh, no, you're the guest. "" Maria sprang into action, checked her lipstick in the mirror and pulled on her sandals. "" The"
791,spring,action,1993,NEWS,WashPost,"it anyway, "" one official said, "" but they kind of sprung into action. "" # The message was clear: Before Middle America suffered, the White","it anyway, "" one official said, "" but they kind of sprung into action. "" # The message was clear: Before Middle America suffered, the White"
792,spring,action,1992,FIC,BkSF:WhenFiveMoons,"because they'd all be off by the same factor. "" Verona sprang into action. Off came the housing, off came various components. Gently he lifted the","because they'd all be off by the same factor. "" Verona sprang into action. Off came the housing, off came various components. Gently he lifted the"
793,spring,action,1992,FIC,BkSF:CoralKingdom (1),"! "" With his first word, the men of his crew sprang into action, seizing the long oars that were drawn into the vessel. The blades struck","! "" With his first word, the men of his crew sprang into action, seizing the long oars that were drawn into the vessel. The blades struck"
794,spring,action,1992,FIC,Bk:Blindsight,"on and you haven't even started. Get busy. "" Laurie sprang into action. She completed her external examination, noting only a few ecchymotic bruises on Duncan","on and you haven't even started. Get busy. "" Laurie sprang into action. She completed her external examination, noting only a few ecchymotic bruises on Duncan"
795,spring,action,1991,SPOK,ABC_20/20,"to catch thieves. A second cop observes from above, waiting to spring into action. 1st POLICE OFFICER: The camera's gone. You're under arrest.","to catch thieves. A second cop observes from above, waiting to spring into action. 1st POLICE OFFICER: The camera's gone. You're under arrest."
796,spring,action,1991,SPOK,ABC_Primetime,Tyson has been knocked out! DONALDSON: voice-over A furious Don King sprang into action. Mr. SUGAR: Almost before the referee had finished his toll of that count,Tyson has been knocked out! DONALDSON: voice-over A furious Don King sprang into action. Mr. SUGAR: Almost before the referee had finished his toll of that count
797,spring,action,1991,SPOK,PBS_Newshour,"to his patients offering free testing and counseling. Almost immediately Baltimore lawyers sprang into action. JONATHAN-SCHOCHOR,: The right of privacy does not extend to murder. MR-HOLMAN","to his patients offering free testing and counseling. Almost immediately Baltimore lawyers sprang into action. JONATHAN-SCHOCHOR,: The right of privacy does not extend to murder. MR-HOLMAN"
798,spring,action,1991,SPOK,ABC_Nightline,"in Europe, and when BNL opened the credit spigot, those agents sprang into action. Gary Milhollin is a leading expert on nuclear missile proliferation. GARY MILHOLLIN:","in Europe, and when BNL opened the credit spigot, those agents sprang into action. Gary Milhollin is a leading expert on nuclear missile proliferation. GARY MILHOLLIN:"
799,spring,action,1991,FIC,SewaneeRev,"Then he keeled over flat on the ground, unconscious. # Balsam sprang into action. "" Hank, Bill! Pick that man up and bring him over here","Then he keeled over flat on the ground, unconscious. # Balsam sprang into action. "" Hank, Bill! Pick that man up and bring him over here"
800,spring,action,1991,FIC,Mov:Thelma&Louise,"is a mess. Darryl, Hal, Max, and other cops spring into action as the phone RINGS, putting on headsets, turning on tape recorders. Darryl","is a mess. Darryl, Hal, Max, and other cops spring into action as the phone RINGS, putting on headsets, turning on tape recorders. Darryl"
801,spring,action,1991,FIC,Mov:Thelma&Louise,"the police there? INT. THELMA'S HOUSE - NIGHT Again everybody springs into action. Darryl is fumbling with the phone. # DARRYL # Uh, no!","the police there? INT. THELMA'S HOUSE - NIGHT Again everybody springs into action. Darryl is fumbling with the phone. # DARRYL # Uh, no!"
802,spring,action,1991,MAG,SatEvenPost,"arrest. # Having no idea why this had happened, our team sprang into action. The ward clerk announced a Code Blue over the loudspeaker system, and within","arrest. # Having no idea why this had happened, our team sprang into action. The ward clerk announced a Code Blue over the loudspeaker system, and within"
803,spring,action,1991,MAG,ScienceNews,"which can handle up to 700,000 calls an hour. The switch immediately springs into action. It scans a list of 14 different routes it can use to complete the","which can handle up to 700,000 calls an hour. The switch immediately springs into action. It scans a list of 14 different routes it can use to complete the"
804,spring,action,1991,ACAD,MusicEduc,"# Notes are not the problem. Notes, good notes, will spring into action under the right circumstances. Themes or ideas are not the problem. Themes are","# Notes are not the problem. Notes, good notes, will spring into action under the right circumstances. Themes or ideas are not the problem. Themes are"
805,spring,action,1991,ACAD,NaturalHist,"quite "" is what a practical gastrotaxonomist says when he is about to spring into action. I am certain that Davidson is even now flipping pages in his shellfish sources","quite "" is what a practical gastrotaxonomist says when he is about to spring into action. I am certain that Davidson is even now flipping pages in his shellfish sources"
806,spring,action,1990,SPOK,CNN_King,"hidden tragedy of child abuse. As a result, adolescent protection agencies sprung into action across the country. But has the system gone too far? Victoria - whose","hidden tragedy of child abuse. As a result, adolescent protection agencies sprung into action across the country. But has the system gone too far? Victoria - whose"
807,spring,action,1990,FIC,Triquarterly,"I have my plan, so I know does she: to be sprung into action at the first sign of what she deems craziness. When she comes home from","I have my plan, so I know does she: to be sprung into action at the first sign of what she deems craziness. When she comes home from"
808,spring,action,1990,MAG,AmSpect,"by Senator Hollings. And, like clockwork, a troika of filibusterers sprang into action: Senators Metzenbaum, Hollings, and Joseph Biden (D-Del.). A","by Senator Hollings. And, like clockwork, a troika of filibusterers sprang into action: Senators Metzenbaum, Hollings, and Joseph Biden (D-Del.). A"
809,spring,action,1990,MAG,Newsweek,"But if it were part of a disease-causing agent, it would sometimes spring into action, manufacturing pieces of RNA in its own image. Symptoms would follow. #","But if it were part of a disease-causing agent, it would sometimes spring into action, manufacturing pieces of RNA in its own image. Symptoms would follow. #"
810,spring,action,1990,MAG,Wilderness,""" so-called ""' subsistence users,' and this anti-subsistence lobby soon sprang into action. A state ballot initiative that sought to repeal the subsistence law lost by a",""" so-called ""' subsistence users,' and this anti-subsistence lobby soon sprang into action. A state ballot initiative that sought to repeal the subsistence law lost by a"
811,spring,action,2019,FIC,Analog,"as hot coffee spilled on the tile. Mongo froze. # Bernot sprung to action. "" Come on. Get a towel. "" But the other man remained","as hot coffee spilled on the tile. Mongo froze. # Bernot sprung to action. "" Come on. Get a towel. "" But the other man remained"
812,spring,action,2019,NEWS,cleveland.com,"of Beachwood, an ordained rabbi who runs the travel website DansDeals.com, sprung to action, buying food for the travelers and then delivering it to the airport. #","of Beachwood, an ordained rabbi who runs the travel website DansDeals.com, sprung to action, buying food for the travelers and then delivering it to the airport. #"
813,spring,action,2017,FIC,Bk:TooLikeLightning,", a small child's sobs, piercing as a spear. Carlyle sprang to action, no longer a sensayer but a human being ready to help another in distress",", a small child's sobs, piercing as a spear. Carlyle sprang to action, no longer a sensayer but a human being ready to help another in distress"
814,spring,action,2017,NEWS,Washington Times,"she was called in, arrested and processed for deportation. Activist groups sprang to action, blockading the van they thought was carrying her. ICE eventually did deport her","she was called in, arrested and processed for deportation. Activist groups sprang to action, blockading the van they thought was carrying her. ICE eventually did deport her"
815,spring,action,2016,NEWS,Arizona Daily Star,"and other acts, YWCA, Pantsuit Nation and other local groups have sprung to action by hosting meetings and events around town promoting kindness and talking about ways to combat","and other acts, YWCA, Pantsuit Nation and other local groups have sprung to action by hosting meetings and events around town promoting kindness and talking about ways to combat"
816,spring,action,2016,NEWS,Washington Times,1-year-old girl is recovering thanks to two New York City police officers who sprang to action after observing the baby turning blue in her mother's arms. # Police say,1-year-old girl is recovering thanks to two New York City police officers who sprang to action after observing the baby turning blue in her mother's arms. # Police say
817,spring,action,2014,NEWS,NYTimes,"countries in Asia and elsewhere that had strong governments and ample money to spring to action, the Ebola outbreak has waylaid nations that often lack basic health care, much","countries in Asia and elsewhere that had strong governments and ample money to spring to action, the Ebola outbreak has waylaid nations that often lack basic health care, much"
818,spring,action,2014,NEWS,OrangeCR,", but on weekends up to 3,000 Army reservists and National Guard units spring to action for training exercises. Military aircraft regularly roar in and out of the base's",", but on weekends up to 3,000 Army reservists and National Guard units spring to action for training exercises. Military aircraft regularly roar in and out of the base's"
819,spring,action,2012,FIC,SouthwestRev,"to make coffee. Andi wasn't acting put out. She had sprung to action instantly, saying, "" No, it would be my pleasure, Leo.","to make coffee. Andi wasn't acting put out. She had sprung to action instantly, saying, "" No, it would be my pleasure, Leo."
820,spring,action,2012,WEB,therestofeverest.com,fixing anything as this guy was focused on repairing our flat. He sprang to action and worked as if he could do this sort of thing in his sleep.,fixing anything as this guy was focused on repairing our flat. He sprang to action and worked as if he could do this sort of thing in his sleep.
821,spring,action,2012,WEB,radaronline.com,", a Teacup Persian Kitten called' Mercy,' forced Torres to spring to action and throw down the gauntlet. # "" We get thousands of e-mails a month",", a Teacup Persian Kitten called' Mercy,' forced Torres to spring to action and throw down the gauntlet. # "" We get thousands of e-mails a month"
