name,hasSourceRole,hasTargetRole,label,comment
Mapping_534,['Role_Frame_Source_path_goal_trajector'],['Role_Frame_Scale_position_on_scale'],['Scale.position_on_scale<=Source path goal.trajector'],
Mapping_371,['Role_Frame_Machine_operating_x_schema'],['Role_Frame_Institution_functions'],['Institution.functions<=Machine.operating_x-schema'],
Mapping_561,['Role_Frame_Disease_healthy_cell'],['Role_Frame_Social_problems_honest_citizen'],['Social problems.honest_citizen<=Disease.healthy_cell'],
Mapping_406,['Role_Frame_Journey_locations_along_journey'],['Role_Frame_Life_life_stages'],['Life.life_stages<=Journey.locations_along_journey'],
Mapping_171,['Role_Frame_Transfer_scenario_transfer_recipient'],['Role_Frame_Communication_addressee'],['Communication.addressee<=Transfer scenario.transfer_recipient'],
Mapping_299,['Role_Frame_Biological_entity_specialized_parts'],['Role_Frame_Government_institution_positions'],['Government institution.positions<=Biological entity.specialized_parts'],
Mapping_443,['Role_Frame_Family_parents'],['Role_Frame_Nation_nation_leaders'],['Nation.nation_leaders<=Family.parents'],
Mapping_191,['Role_Frame_Destructive_natural_process_destructive_process'],['Role_Frame_Corruption_corrupting_activities'],['Corruption.corrupting_activities<=Destructive_natural_process.destructive_process'],"['x-schema: progressive, slow, ongoing']"
Mapping_15,['Role_Frame_Motion_to_a_location_self_mover'],['Role_Frame_Purposeful_action_actor'],['Purposeful action.actor<=Motion to a location.self-mover'],
Mapping_572,['Role_Frame_Forced_motion_mover'],['Role_Frame_Speech_act_addressee'],['Speech act.addressee<=Forced motion.mover'],
Mapping_202,['Role_Frame_Fierce_animal_dangerous_animal'],['Role_Frame_Crime_crime'],['Crime.crime<=Fierce animal.dangerous_animal'],"['crime itself is a beast, not the criminals']"
Mapping_297,['Role_Frame_Physical_structure_foundation_of_structure'],['Role_Frame_Government_institution_authority_base'],['Government institution.authority_base<=Physical structure.foundation_of_structure'],
Mapping_295,['Role_Frame_Physical_structure_structural_framework'],['Role_Frame_Government_institution_authority_structure'],['Government institution.authority_structure<=Physical structure.structural_framework'],
Mapping_341,['Role_Frame_Possessable_object_possessor'],['Role_Frame_Gun_rights_rights_holder'],['Gun rights.rights_holder<=Possessable object.possessor'],
Mapping_80,['Role_Frame_Insanity_agitation_level'],['Role_Frame_Anger_anger_level'],['Anger.anger_level<=Insanity.agitation_level'],
Mapping_469,['Role_Frame_Disease_patient'],['Role_Frame_Poverty_impoverished_entity'],['Poverty.impoverished_entity<=Disease.patient'],
Mapping_402,['Role_Frame_Journey_journey_event'],['Role_Frame_Life_life_span'],['Life.life_span<=Journey.journey_event'],
Mapping_603,['Role_Frame_Lose_possession_donor'],['Role_Frame_Control_controlling_entity'],['Control.controlling_entity<=Lose possession.donor'],
Mapping_56,['Role_Frame_War_civilians'],['Role_Frame_Addressing_social_problems_honest_citizens'],['Addressing social problems.honest_citizens<=War.civilians'],
Mapping_515,['Role_Frame_Burden_burden'],['Role_Frame_Responsibility_source_of_obligation'],['Responsibility.source_of_obligation<=Burden.burden'],
Mapping_41,['Role_Frame_Treating_a_physical_affliction_spread_of_disease'],['Role_Frame_Addressing_social_problems_spread_of_problem'],['Addressing social problems.spread_of_problem<=Treating a physical affliction.spread_of_disease'],
Mapping_628,['Role_Frame_Object_manipulation_grasped_object'],['Role_Frame_Understanding_understood_idea'],['Understanding.understood_idea<=Object manipulation.grasped_object'],
Mapping_330,['Role_Frame_Possession_possessor'],['Role_Frame_Group_group'],['Group.group<=Possession.possessor'],
Mapping_509,['Role_Frame_Physical_structure_structural_stability'],['Role_Frame_Relationship_relationship_status'],['Relationship.relationship_status<=Physical structure.structural_stability'],
Mapping_493,['Role_Frame_Size_size_scale'],['Role_Frame_Quantity_quantity_scale'],['Quantity.quantity_scale<=Size.size_scale'],
Mapping_383,['Role_Frame_Touching_toucher'],['Role_Frame_Knowing_knower'],['Knowing.knower<=Touching.toucher'],
Mapping_580,['Role_Frame_Trajector_landmark_trajector'],['Role_Frame_State_state_holder'],['State.state_holder<=Trajector landmark.trajector'],
Mapping_89,['Role_Frame_Heating_fluid_container_pressure_limit'],['Role_Frame_Anger_anger_limit'],['Anger.anger_limit<=Heating_fluid.container_pressure_limit'],
Mapping_426,['Role_Frame_Straightness_property_of_being_straight'],['Role_Frame_Morality_morality'],['Morality.morality<=Straightness.property_of_being_straight'],
Mapping_251,['Role_Frame_Forced_motion_forceful_action'],['Role_Frame_Legislation_enactment_legislator_enactment_actions'],['Legislation enactment.legislator_enactment_actions<=Forced motion.forceful_action'],
Mapping_234,['Role_Frame_Race_racer2'],['Role_Frame_Election_candidate2'],['Election.candidate2<=Race.racer2'],
Mapping_626,['Role_Frame_Verticality_supine_entity'],['Role_Frame_Consciousness_unconscious_entity'],['Consciousness.unconscious_entity<=Verticality.supine_entity'],
Mapping_602,['Role_Frame_Group_membership_membership_fee'],['Role_Frame_Taxation_tax_payment'],['Taxation.tax_payment<=Group membership.membership_fee'],
Mapping_268,['Role_Frame_Possession_possessor'],['Role_Frame_Experiencing_a_state_experiencer'],['Experiencing a state.experiencer<=Possession.possessor'],
Mapping_222,['Role_Frame_Resource_resource'],['Role_Frame_Education_education_content'],['Education.education_content<=Resource.resource'],
Mapping_84,['Role_Frame_Heating_fluid_container'],['Role_Frame_Anger_body'],['Anger.body<=Heating_fluid.container'],
Mapping_128,['Role_Frame_Physical_combat_Fighter1'],['Role_Frame_Cancer_Cancer_Patient'],['Cancer.Cancer Patient<=Physical combat.Fighter1'],
Mapping_22,['Role_Frame_Being_at_a_location_experiencer'],['Role_Frame_Action_actor'],['Action.actor<=Being at a location.experiencer'],
Mapping_317,['Role_Frame_Nuclear_family_children'],['Role_Frame_Government_governed'],['Government.governed<=Nuclear family.children'],
Mapping_293,['Role_Frame_Machine_operating_x_schema'],['Role_Frame_Government_institution_functions'],['Government institution.functions<=Machine.operating_x-schema'],
Mapping_400,['Role_Frame_Nutritious_food_benefits_of_getting_nutrients'],['Role_Frame_Learning_benefits_of_learning'],['Learning.benefits_of_learning<=Nutritious food.benefits_of_getting_nutrients'],
Mapping_529,['Role_Frame_Journey_obstacles_impediments_in_journey'],['Role_Frame_Romantic_relationship_difficulties_in_a_relationship'],['Romantic relationship.difficulties_in_a_relationship<=Journey.obstacles/impediments_in_journey'],
Mapping_428,['Role_Frame_Parent_parent'],['Role_Frame_Moral_authority_moral_authority_holder'],['Moral authority.moral_authority_holder<=Parent.parent'],
Mapping_47,['Role_Frame_Treating_a_physical_affliction_treated_affliction'],['Role_Frame_Addressing_social_problems_social_problem'],['Addressing social problems.social_problem<=Treating a physical affliction.treated_affliction'],
Mapping_554,['Role_Frame_Complex_physical_object_object_whole'],['Role_Frame_Social_group_social_group_whole'],['Social group.social_group_whole<=Complex physical object.object_whole'],
Mapping_524,['Role_Frame_Boat_on_the_rocks_path_of_boat'],['Role_Frame_Romantic_relationship_course_of_relationship'],['Romantic_relationship.course_of_relationship<=Boat on the rocks.path_of_boat'],
Mapping_223,['Role_Frame_Resource_resource_user'],['Role_Frame_Education_education_learner'],['Education.education_learner<=Resource.resource_user'],
Mapping_391,['Role_Frame_Plants_plant_nourishment'],['Role_Frame_Law_law_creator'],['Law.law_creator<=Plants.plant_nourishment'],
Mapping_454,['Role_Frame_Machine_machine_entity'],['Role_Frame_Organization_organization_whole'],['Organization.organization_whole<=Machine.machine_entity'],
Mapping_227,['Role_Frame_Competitive_sport_outcome'],['Role_Frame_Election_outcome'],['Election.outcome<=Competitive sport.outcome'],
Mapping_200,['Role_Frame_Disease_disease'],['Role_Frame_Crime_criminal_activity'],['Crime.criminal_activity<=Disease.disease'],
Mapping_544,['Role_Frame_Adoption_candidates'],['Role_Frame_Selection_options'],['Selection.options<=Adoption.candidates'],
Mapping_273,['Role_Frame_Transfer_scenario_transferor'],['Role_Frame_Force_transfer_force_originator'],['Force transfer.force_originator<=Transfer scenario.transferor'],
Mapping_252,['Role_Frame_Possession_possessor'],['Role_Frame_Rights_rights_holder'],['Rights.rights_holder<=Possession.possessor'],
Mapping_216,['Role_Frame_War_war_strategy'],['Role_Frame_Disease_treatment_treatment_strategy'],['Disease treatment.treatment_strategy<=War.war_strategy'],
Mapping_408,['Role_Frame_Journey_manner_of_journey'],['Role_Frame_Life_lifestyle'],['Life.lifestyle<=Journey.manner_of_journey'],
Mapping_481,['Role_Frame_Food_preparation_food'],['Role_Frame_Cognizing_ideas'],['Cognizing.ideas<=Food preparation.food'],
Mapping_62,['Role_Frame_Size_size_scale'],['Role_Frame_Poverty_degree_of_poverty'],['Poverty.degree of poverty<=Size.size_scale'],
Mapping_585,['Role_Frame_Burden_burden'],['Role_Frame_Experience_pain_pain'],['Experience pain.pain<=Burden.burden'],
Mapping_346,['Role_Frame_Verticality_position_in_structure'],['Role_Frame_Organization_of_power_item_in_hierarchy'],['Organization of power.item_in_hierarchy<=Verticality.position_in_structure'],
Mapping_537,['Role_Frame_Touching_touched_thing'],['Role_Frame_Seeing_seen_object'],['Seeing.seen_object<=Touching.touched_thing'],
Mapping_5,['Role_Frame_Seeing_seen_object'],['Role_Frame_Evaluation_evaluee'],['Evaluation.evaluee<=Seeing.seen_object'],"[""We changed it from 'behavior' to 'evaluee'.""]"
Mapping_88,['Role_Frame_Heating_fluid_container_internal_pressure'],['Role_Frame_Anger_body_pressure'],['Anger.body_pressure<=Heating_fluid.container_internal_pressure'],
Mapping_158,['Role_Frame_Motion_along_a_path_goal'],['Role_Frame_Change_of_state_final_state'],['Change of state.final_state<=Motion along a path.goal'],
Mapping_72,['Role_Frame_Fire_cause_of_fire'],['Role_Frame_Anger_cause_of_anger'],['Anger.cause_of_anger<=Fire.cause_of_fire'],
Mapping_629,['Role_Frame_Motion_along_a_path_person_who_sets_trajector_in_motion'],['Role_Frame_Virtual_motion_cognizer'],['Virtual motion.cognizer<=Motion along a path.person_who_sets_trajector_in_motion'],
Mapping_61,['Role_Frame_Motion_along_a_path_moving_entity'],['Role_Frame_Action_acting_entity'],['Action.acting_entity<=Motion along a path.moving_entity'],
Mapping_479,['Role_Frame_Physical_harm_harmful_effect_result'],['Role_Frame_Poverty_impoverished_state'],['Poverty.impoverished_state<=Physical harm.harmful_effect_result'],
Mapping_333,['Role_Frame_Guided_motion_follower_motion_x_schema'],['Role_Frame_Action_action_x_schema'],['Action.action_x-schema<=Guided motion.follower_motion_x-schema'],
Mapping_141,['Role_Frame_Forced_motion_mover'],['Role_Frame_Caused_change_of_state_affected'],['Caused change of state.affected<=Forced motion.mover'],
Mapping_159,['Role_Frame_Motion_along_a_path_motion_x_schema'],['Role_Frame_Change_of_state_state_change_process'],['Change of state.state_change_process<=Motion along a path.motion_x-schema'],
Mapping_342,['Role_Frame_Possessable_object_possession'],['Role_Frame_Gun_rights_right'],['Gun rights.right<=Possessable object.possession'],
Mapping_617,['Role_Frame_Substance_size_of_amount_of_substance'],['Role_Frame_Time_extent_of_duration_of_time'],['Time.extent_of_duration_of_time<=Substance.size_of_amount_of_substance'],
Mapping_538,['Role_Frame_Touching_tactile_input'],['Role_Frame_Seeing_visual_input'],['Seeing.visual_input<=Touching.tactile_input'],
Mapping_29,['Role_Frame_Motion_along_a_path_path_of_motion'],['Role_Frame_Action_action_means'],['Action.action_means<=Motion_along_a_path.path_of_motion'],
Mapping_269,['Role_Frame_Possession_possession'],['Role_Frame_Experiencing_a_state_state'],['Experiencing a state.state<=Possession.possession'],
Mapping_375,['Role_Frame_Perception_perceiver'],['Role_Frame_Knowing_knower'],['Knowing.knower<=Perception.perceiver'],
Mapping_96,['Role_Frame_Object_collection_smallest_collection'],['Role_Frame_Arithmetic_one'],['Arithmetic.one<=Object collection.smallest_collection'],
Mapping_192,['Role_Frame_Destructive_natural_process_destroyed_entity'],['Role_Frame_Corruption_corruption_affectee'],['Corruption.corruption_affectee<=Destructive_natural_process.destroyed_entity'],
Mapping_94,['Role_Frame_Object_collection_bigger'],['Role_Frame_Arithmetic_greater'],['Arithmetic.greater<=Object collection.bigger'],
Mapping_231,['Role_Frame_Game_game_event'],['Role_Frame_Election_voting_event'],['Election.voting_event<=Game.game_event'],
Mapping_354,['Role_Frame_Size_entity'],['Role_Frame_Importance_entity_evaluated_for_importance'],['Importance.entity_evaluated_for_importance<=Size.entity'],
