name,hasName,hasRoleType,label,correspondsToFrameElement,hasDefinition
Role_Frame_Purposeful_action_actor,['actor'],,['Purposeful action.actor'],['Agent'],
Role_Frame_Being_unstable_entity,['entity'],,['Being unstable.entity'],,
Role_Frame_Life_life_goals,['life_goals'],,['Life.life_goals'],,
Role_Frame_Verticality_state_of_uprightness,['state_of_uprightness'],,['Verticality.state_of_uprightness'],,
Role_Frame_Emotion_mind,['mind'],,['Emotion.mind'],,['mind of the emotion experiencer']
Role_Frame_Economy_economic_efficiency,['economic_efficiency'],,['Economy.economic_efficiency'],,
Role_Frame_Using_purpose_of_use,['purpose_of_use'],['action x-schema parameter'],['Using.purpose_of_use'],,
Role_Frame_Experiencing_a_negative_state_experiencer,['experiencer'],,['Experiencing a negative state.experiencer'],,
Role_Frame_Resource_type_of_resource,['type_of_resource'],,['Resource.type_of_resource'],,
Role_Frame_Organization_organization_sub_groups,['organization_sub-groups'],,['Organization.organization_sub-groups'],,
Role_Frame_Backward_motion_backward_direction,['backward_direction'],,['Backward motion.backward_direction'],,
Role_Frame_Insanity_agitation_level,['agitation_level'],,['Insanity.agitation_level'],,
Role_Frame_School_school_house,['school_house'],,['School.school_house'],,
Role_Frame_Artifact_material,['material'],,['Artifact.material'],['Material'],
Role_Frame_Living_Biological_entity,['Biological entity'],,['Living.Biological entity'],,
Role_Frame_Argument_arguing_event,['arguing_event'],,['Argument.arguing_event'],,
Role_Frame_Consciousness_unconscious_entity,['unconscious_entity'],,['Consciousness.unconscious_entity'],,
Role_Frame_Self_defense_means_of_protection,['means of protection'],,['Self-defense.means of protection'],,
Role_Frame_Addressing_social_problems_immoral_citizens,['immoral_citizens'],,['Addressing social problems.immoral_citizens'],,
Role_Frame_Health_entity_possessing_health,['entity_possessing_health'],['Biological_entity'],['Health.entity_possessing_health'],,
Role_Frame_Social_class_social_class_scale,['social_class_scale'],,['Social class.social_class_scale'],,
Role_Frame_Causation_effect,['effect'],,['Causation.effect'],['Effect'],
Role_Frame_Plants_plant_size,['plant_size'],,['Plants.plant_size'],,
Role_Frame_Shepherding_shepherding,['shepherding'],,['Shepherding.shepherding'],,
Role_Frame_Communication_communicator,['communicator'],,['Communication.communicator'],['Communicator'],
Role_Frame_Attacking_attacking_action,['attacking_action'],,['Attacking.attacking_action'],,['action performed by attacker (agent)']
Role_Frame_Figure_ground_figure,['figure'],,['Figure ground.figure'],,
Role_Frame_Race_race_event,['race_event'],,['Race.race_event'],,
Role_Frame_Government_decision_making_decision_maker,['decision_maker'],,['Government decision making.decision_maker'],,
Role_Frame_Self_propelled_motion_speed,['speed'],,['Self propelled motion.speed'],,
Role_Frame_Functionality_functional_status,['functional_status'],,['Functionality.functional_status'],,['position on functionality scale']
Role_Frame_Pride_pride_experiencer,['pride_experiencer'],,['Pride.pride_experiencer'],,
Role_Frame_Organization_organization_subparts,['organization_subparts'],,['Organization.organization_subparts'],,
Role_Frame_Disgust_experience_of_disgust,['experience_of_disgust'],,['Disgust.experience_of_disgust'],,
Role_Frame_Sadness_experiencer,['experiencer'],,['Sadness.experiencer'],,
Role_Frame_Machine_good_functioning_of_machine,['good_functioning_of_machine'],,['Machine.good_functioning_of_machine'],,
Role_Frame_Dissect_dissected_entity,['dissected_entity'],,['Dissect.dissected_entity'],,
Role_Frame_Analysis_object_characteristics,['object_characteristics'],,['Analysis.object_characteristics'],,
Role_Frame_Physical_competition_competitor2,['competitor2'],,['Physical competition.competitor2'],,
Role_Frame_Condition_of_physical_object_physical_object,['physical_object'],,['Condition of physical object.physical_object'],,
Role_Frame_Government_decision_making_decision_maker_action,['decision_maker_action'],,['Government decision making.decision_maker_action'],,
Role_Frame_Social_problems_honest_citizen,['honest_citizen'],,['Social problems.honest_citizen'],,
Role_Frame_Government_decision_making_Caused_change_of_state,['Caused change of state'],,['Government decision making.Caused change of state'],,
Role_Frame_Visual_obstruction_focal_object,['focal_object'],,['Visual obstruction.focal_object'],,
Role_Frame_Heating_fluid_fluid_agitation,['fluid_agitation'],,['Heating fluid.fluid_agitation'],,['level of agitation of the hot fluid']
Role_Frame_Infectious_disease_area_of_spread,['area_of_spread'],,['Infectious disease.area_of_spread'],,
Role_Frame_Force_application_actor,['actor'],,['Force-application.actor'],,['supplier of force']
Role_Frame_Legislation_enactment_legislation_enactment_outcome,['legislation_enactment_outcome'],,['Legislation enactment.legislation_enactment_outcome'],,
Role_Frame_Trust_emotion_trusting_entity,['trusting_entity'],,['Trust emotion.trusting_entity'],,
Role_Frame_Dissect_dissected_entity_body,['dissected_entity_body'],,['Dissect.dissected_entity_body'],,
Role_Frame_Arithmetic_number_whole,['number_whole'],,['Arithmetic.number_whole'],,
Role_Frame_War_battlefield,['battlefield'],,['War.battlefield'],['Place'],"[""territory that's fought over""]"
Role_Frame_Self_initiated_state_change_transition,['transition'],,['Self-initiated state change.transition'],,
Role_Frame_Injurious_gun_use_firing_of_gun,['firing_of_gun'],['x-schema'],['Injurious gun use.firing_of_gun'],,
Role_Frame_Artifact_artifact_creator,['artifact_creator'],,['Artifact.artifact_creator'],['Creator'],
Role_Frame_Difficulties_in_action_actor,['actor'],,['Difficulties in action.actor'],,
Role_Frame_Living_developmental_stages,['developmental_stages'],,['Living.developmental_stages'],,
Role_Frame_Restraints_mover,['mover'],,['Restraints.mover'],,
Role_Frame_Analysis_object_of_analysis,['object_of_analysis'],,['Analysis.object_of_analysis'],,
Role_Frame_Financial_resource_type,['type'],,['Financial resource.type'],,
Role_Frame_Knowing_knowledge,['knowledge'],,['Knowing.knowledge'],,['conceptual content']
Role_Frame_Access_to_an_object_accessed_object,['accessed_object'],,['Access to an object.accessed_object'],,
Role_Frame_Create_object_created_object,['created_object'],,['Create object.created_object'],['Created_entity'],
Role_Frame_Being_at_a_location_landmark,['landmark'],,['Being at a location.landmark'],,
Role_Frame_Relationship_relationship_whole,['relationship_whole'],,['Relationship.relationship_whole'],,
Role_Frame_Cancer_patient_affected_body_part,['affected_body_part'],['body'],['Cancer patient.affected_body_part'],,
Role_Frame_Health_state_of_health,['state_of_health'],,['Health.state_of_health'],,
Role_Frame_Object_collection_combining_collections,['combining_collections'],,['Object collection.combining_collections'],,
Role_Frame_Taste_taste_apparatus,['taste_apparatus'],,['Taste.taste_apparatus'],,
Role_Frame_Cleanliness_clean_substance,['clean_substance'],,['Cleanliness.clean_substance'],,
Role_Frame_Morality_morality,['morality'],,['Morality.morality'],,
Role_Frame_Overeating_degree_of_overeating,['degree_of_overeating'],,['Overeating.degree_of_overeating'],,
Role_Frame_Addressing_social_problems_problem_solvers,['problem_solvers'],,['Addressing social problems.problem_solvers'],,['(segment of) society that addresses problem']
Role_Frame_Containment_Interior,['Interior'],['Interior'],['Containment.Interior'],,
Role_Frame_Process_process_pause,['process_pause'],,['Process.process_pause'],,
Role_Frame_Erosion_eroding_outcome,['eroding_outcome'],,['Erosion.eroding_outcome'],,"['loss of structural integrity', 'functionality']"
Role_Frame_Communication_medium,['medium'],,['Communication.medium'],['Medium'],
Role_Frame_Create_object_creator,['creator'],['person'],['Create object.creator'],['Creator'],
Role_Frame_Object_construction_construction_act,['construction_act'],,['Object construction.construction_act'],,
Role_Frame_Being_at_a_Low_Location_located_thing,['located_thing'],,['Being at a Low Location.located_thing'],,
Role_Frame_Object_manipulation_actor,['actor'],,['Object manipulation.actor'],['Agent'],
Role_Frame_Communication_Addressee,['Addressee'],,['Communication.Addressee'],,
Role_Frame_Sound_sound_source,['sound_source'],,['Sound.sound_source'],,
Role_Frame_Moral_authority_moral_authority_power,['moral_authority_power'],,['Moral authority.moral_authority_power'],,
Role_Frame_Destructive_natural_process_destructive_process,['destructive_process'],,['Destructive natural process.destructive_process'],"['x-schema: slow', 'progressive', 'ongoing']",
Role_Frame_Firm_firm_entity,['firm_entity'],,['Firm.firm_entity'],,
Role_Frame_Upward_motion_goal,['goal'],,['Upward motion.goal'],,
Role_Frame_Judicial_decision_making_judged_party_ruling_status,['judged_party_ruling_status'],,['Judicial decision-making.judged_party_ruling_status'],,
Role_Frame_Political_region_economy,['economy'],,['Political region.economy'],,
Role_Frame_Quantity_quantity_scale,['quantity_scale'],,['Quantity.quantity_scale'],,
Role_Frame_Network_network_connections,['network_connections'],,['Network.network_connections'],,
Role_Frame_Building_building_verticality,['building_verticality'],,['Building.building_verticality'],,
Role_Frame_Complex_physical_object_object_whole,['object_whole'],,['Complex physical object.object_whole'],,
Role_Frame_Addressing_social_problems_public_officials,['public_officials'],,['Addressing social problems.public_officials'],,
Role_Frame_Legislation_enactment_enactment_interruption,['enactment_interruption'],,['Legislation enactment.enactment_interruption'],,['interruption or termination of enactment process']
Role_Frame_Recreational_competition_competitor2,['competitor2'],,['Recreational competition.competitor2'],,
Role_Frame_Competition_competition_event,['competition_event'],,['Competition.competition_event'],,
Role_Frame_Government_institution_subgroup,['subgroup'],,['Government institution.subgroup'],,
Role_Frame_Journey_journey_event,['journey_event'],,['Journey.journey_event'],,
Role_Frame_Non_translational_motion_speed,['speed'],,['Non-translational motion.speed'],,
Role_Frame_Verticality_scalar_position,['scalar_position'],,['Verticality.scalar_position'],,['position on verticality scale']
Role_Frame_Vehicular_motion_vehicle_passengers,['vehicle_passengers'],,['Vehicular motion.vehicle_passengers'],,
Role_Frame_Government_decision_making_decision_making_process,['decision_making_process'],,['Government decision making.decision_making_process'],,
Role_Frame_Strict_father_family_parenting_style,['parenting_style'],,['Strict father family.parenting_style'],,"['A style emphasizing punishment', 'strict rules; lenience is ineffective thus immoral']"
Role_Frame_Hunger_hunger,['hunger'],,['Hunger.hunger'],,
Role_Frame_Addiction_addicting_thing,['addicting_thing'],,['Addiction.addicting_thing'],,['substance or activity the addicted_person is addicted to']
Role_Frame_Vitality_Vitality_holder,['Vitality holder'],['person'],['Vitality.Vitality holder'],,
Role_Frame_Organization_organization_mission,['organization_mission'],,['Organization.organization_mission'],,
Role_Frame_X_schema_start_conditions,['start_conditions'],,['X-schema.start_conditions'],,['conditions for start transition']
Role_Frame_Seeing_see_err,['see-err'],,['Seeing.see-err'],,
Role_Frame_Belief_believer,['believer'],,['Belief.believer'],,
Role_Frame_Gun_use_purpose_of_gun_use,['purpose_of_gun_use'],,['Gun use.purpose_of_gun_use'],,
Role_Frame_Proximity_degree_of_proximity,['degree_of_proximity'],,['Proximity.degree_of_proximity'],['Degree'],['how profiled_region differs from norm']
Role_Frame_Legislation_enactment_legislation_consideration,['legislation_consideration'],,['Legislation enactment.legislation_consideration'],,['e.g. debate']
Role_Frame_Belief_belief_relation,['belief_relation'],,['Belief.belief_relation'],,['the relation between the believer and his belief']
Role_Frame_Stable_stable_status,['stable_status'],,['Stable.stable_status'],,
Role_Frame_Time_time,['time'],,['Time.time'],,
Role_Frame_Experiencing_a_state_stative_x_schema,['stative_x-schema'],,['Experiencing a state.stative_x-schema'],,
Role_Frame_Journey_path_traced_by_sequence_of_motion,['path_traced_by_sequence_of_motion'],,['Journey.path_traced_by_sequence_of_motion'],,
Role_Frame_Vehicle_vehicle,['vehicle'],['physical_object'],['Vehicle.vehicle'],,
Role_Frame_Network_sub_networks,['sub_networks'],,['Network.sub_networks'],,
Role_Frame_Sentient_entity_state_of_consciousness,['state_of_consciousness'],,['Sentient entity.state_of_consciousness'],,
Role_Frame_Nation_nation_leaders,['nation_leaders'],,['Nation.nation_leaders'],,
Role_Frame_Substance_substance_phase,['substance_phase'],,['Substance.substance_phase'],,"['gaseous', 'e.g. fluid', 'solid']"
Role_Frame_Motion_along_a_path_space_in_front_of_observer,['space_in_front_of_observer'],,['Motion along a path.space_in_front_of_observer'],,
Role_Frame_Cleanliness_clean_entity,['clean_entity'],,['Cleanliness.clean_entity'],,
Role_Frame_Confinement_confined_entity,['confined_entity'],,['Confinement.confined_entity'],,
Role_Frame_Institution_Institution_heads,['Institution_heads'],,['Institution.Institution_heads'],,
Role_Frame_Physical_structure_foundation_of_structure,['foundation_of_structure'],,['Physical structure.foundation_of_structure'],,
Role_Frame_Gain_possession_recipient,['recipient'],,['Gain possession.recipient'],['Recipient'],
Role_Frame_Into_landmark,['landmark'],,['Into.landmark'],,
Role_Frame_Access_to_an_object_accessor,['accessor'],,['Access to an object.accessor'],,
Role_Frame_Trust_relationship_trusted_entity,['trusted_entity'],,['Trust relationship.trusted_entity'],,
Role_Frame_Territory_spatial_extent,['spatial_extent'],,['Territory.spatial_extent'],,['size/spatial extent of territory']
Role_Frame_Burden_burden,['burden'],['physical_entity'],['Burden.burden'],,['the load supported byt the burdened_entity']
Role_Frame_Experiencing_an_economic_status_financial_resources,['financial_resources'],,['Experiencing an economic status.financial_resources'],,
Role_Frame_Journey_travelling_actions,['travelling_actions'],['x-schema'],['Journey.travelling_actions'],,
Role_Frame_Organization_Organization_x_schema,['Organization_x-schema'],,['Organization.Organization_x-schema'],,
Role_Frame_Punishment_punisher,['punisher'],,['Punishment.punisher'],,
Role_Frame_Taxes_type,['type'],,['Taxes.type'],,
Role_Frame_Intimacy_target_of_intimacy,['target_of_intimacy'],,['Intimacy.target_of_intimacy'],,
Role_Frame_Government_institution_US_legislative_branch,['legislative-branch'],,['Government institution US.legislative-branch'],['A subpart of the US government with its own functions'],
Role_Frame_Organization_organization_external_relations,['organization_external_relations'],,['Organization.organization_external_relations'],,
Role_Frame_Humor_experiencer_process,['experiencer_process'],,['Humor.experiencer_process'],,['the emotional process/effects associated with humor']
Role_Frame_Support_supported_entity,['supported entity'],,['Support.supported entity'],,
Role_Frame_Spatial_relation_spatial_relation_type,['spatial_relation_type'],,['Spatial relation.spatial_relation_type'],,"['e.g. proximity', 'topology', 'alignment']"
Role_Frame_Strict_father_family_mother,['mother'],,['Strict father family.mother'],,
Role_Frame_Speaking_addressee,['addressee'],['Person'],['Speaking.addressee'],['Audience'],
Role_Frame_Bodily_functioning_bodypart,['bodypart'],,['Bodily functioning.bodypart'],,
Role_Frame_Possessable_object_possessor,['possessor'],,['Possessable object.possessor'],,
Role_Frame_Shepherding_sheep,['sheep'],,['Shepherding.sheep'],,
Role_Frame_Vehicular_motion_speed,['speed'],,['Vehicular motion.speed'],,"[""vehicle's speed""]"
Role_Frame_Air_motion_mover,['mover'],['air / gas'],['Air motion.mover'],,
Role_Frame_Physical_competition_loser,['loser'],,['Physical competition.loser'],,
Role_Frame_Race_racer2,['racer2'],,['Race.racer2'],,
Role_Frame_Relationship_relation_E1_E2,['relation_E1-E2'],,['Relationship.relation_E1-E2'],,['relation between entity_1 and entity_2']
Role_Frame_Poverty_amount_of_resources,['amount of resources'],,['Poverty.amount of resources'],,
Role_Frame_Fire_cause_of_fire,['cause_of_fire'],,['Fire.cause_of_fire'],,
Role_Frame_Size_size_scale,['size_scale'],,['Size.size_scale'],,
Role_Frame_Disease_treatment_doctors,['doctors'],,['Disease treatment.doctors'],['Medic'],
Role_Frame_Lust_intensity_of_experience,['intensity_of_experience'],,['Lust.intensity_of_experience'],,
Role_Frame_Trust_emotion_trust_emotion,['trust_emotion'],,['Trust emotion.trust_emotion'],,['e.g. security']
Role_Frame_Entrusting_entrusting_entity,['entrusting_entity'],,['Entrusting.entrusting_entity'],,
Role_Frame_Transfer_scenario_transfer_recipient,['transfer_recipient'],,['Transfer scenario.transfer_recipient'],['Recipient'],
Role_Frame_Losing_lost_object,['lost_object'],,['Losing.lost_object'],,
Role_Frame_Legislation_enactment_legislation_standards,['legislation_standards'],,['Legislation enactment.legislation_standards'],,
Role_Frame_Food_properties,['properties'],,['Food.properties'],,"['taste', 'e.g. smell', 'nutritive value']"
Role_Frame_Employment_employee,['employee'],['person'],['Employment.employee'],['Employee'],
Role_Frame_Object_collection_collection_size,['collection_size'],,['Object collection.collection_size'],,
Role_Frame_Assistance_helped_party,['helped_party'],,['Assistance.helped_party'],['Benefited_party'],['the person or other party who is helped']
Role_Frame_Visual_evaluation_visible_part_of_evaluee,['visible part of evaluee'],,['Visual evaluation.visible part of evaluee'],,['part of evaluee which can be seen']
Role_Frame_Change_of_state_final_state,['final_state'],,['Change of state.final_state'],,
Role_Frame_Into_trajector,['trajector'],,['Into.trajector'],,
Role_Frame_Heat_level,['level'],,['Heat.level'],,
Role_Frame_Motion_away_from_a_location_source,['source'],,['Motion away from a location.source'],,['location the entity is moving away from']
Role_Frame_Disgust_disgust_experiencer,['disgust_experiencer'],,['Disgust.disgust_experiencer'],,['person experiencing feelings of disgust']
Role_Frame_Leadership_leader_motion_x_schema,['leader_motion_x-schema'],,['Leadership.leader_motion_x-schema'],,
Role_Frame_Reasoning_conclusion,['conclusion'],,['Reasoning.conclusion'],,
Role_Frame_Governing_action_normative_governing_action,['normative_governing_action'],,['Governing action.normative_governing_action'],,
Role_Frame_Dissect_entity_in_pieces,['entity_in_pieces'],,['Dissect.entity_in_pieces'],,
Role_Frame_Judicial_decision_making_judicial_standards,['judicial_standards'],,['Judicial decision-making.judicial_standards'],,
Role_Frame_Rights_domain,['domain'],,['Rights.domain'],,"['e..g property rights', 'human rights']"
Role_Frame_Self_initiated_state_change_self_initiated_change_x_schema,['self-initiated_change_x-schema'],,['Self-initiated state change.self-initiated_change_x-schema'],,
Role_Frame_Work_scenario_employer,['employer'],,['Work scenario.employer'],,
Role_Frame_Substance_substances,['substances'],,['Substance.substances'],,
Role_Frame_Investment_Investor,['Investor'],,['Investment.Investor'],,
Role_Frame_Object_collection_removing_collection,['removing_collection'],,['Object collection.removing_collection'],,
Role_Frame_Economy_market_type,['market_type'],,['Economy.market_type'],['Market_type'],"['socialist', 'e.g. free-market']"
Role_Frame_Self_defense_threatening_thing,['threatening_thing'],,['Self-defense.threatening_thing'],,
Role_Frame_Laundering_instrument,['instrument'],,['Laundering.instrument'],,['e.g. washing machine']
Role_Frame_Life_life_relationships,['life_relationships'],,['Life.life_relationships'],,
Role_Frame_Judgment_judged_action,['judged_action'],['action'],['Judgment.judged_action'],,['action(s) that the  judged_party performs and which are evaluated by the judging_party']
Role_Frame_Downward_motion_downward_direction,['downward_direction'],,['Downward motion.downward_direction'],,
Role_Frame_Firmness_firmness_scale,['firmness_scale'],,['Firmness.firmness_scale'],,
Role_Frame_Group_members,['members'],,['Group.members'],['Individuals'],
Role_Frame_Overeating_resulting_state_of_overeating,['resulting_state_of_overeating'],,['Overeating.resulting_state_of_overeating'],,
Role_Frame_War_war_strategies,['war_strategies'],,['War.war_strategies'],,
Role_Frame_Perception_mode_of_perception,['mode_of_perception'],,['Perception.mode_of_perception'],,"['e.g. hearing', 'seeing']"
Role_Frame_disease_body_part,['body_part'],,['disease.body_part'],,
Role_Frame_International_relations_International_relationship,['International_relationship'],,['International relations.International_relationship'],,
Role_Frame_Relationship_Relationship_related_entity2,['Relationship.related_entity2'],,['Relationship.Relationship.related_entity2'],,
Role_Frame_Game_game_player1,['game player1'],,['Game.game player1'],,
Role_Frame_Textile_fibers,['fibers'],,['Textile.fibers'],,
Role_Frame_Law_law_governees,['law_governees'],,['Law.law_governees'],,['people whose actions are governed by the law']
Role_Frame_Verticality_State_of_uprightness,['State_of_uprightness'],,['Verticality.State_of_uprightness'],,
Role_Frame_Bounded_region_exterior,['exterior'],['region'],['Bounded region.exterior'],['Exterior'],
Role_Frame_Addressing_social_problems_power_to_solve_problems,['power_to_solve_problems'],,['Addressing social problems.power_to_solve_problems'],,
Role_Frame_Economic_difficulty_difficulty,['difficulty'],,['Economic difficulty.difficulty'],,['difficulties in achieving economic objective']
Role_Frame_Addressing_social_problems_social_programs,['social_programs'],,['Addressing social problems.social_programs'],,['means for addressing problems']
Role_Frame_Birth_birth_protagonist,['birth_protagonist'],,['Birth.birth_protagonist'],,
Role_Frame_Happiness_happiness,['happiness'],,['Happiness.happiness'],,['the expeirenced emotion']
Role_Frame_Ideology_ideological_domain,['ideological_domain'],,['Ideology.ideological_domain'],,
Role_Frame_Surgery_surgical_procedure,['surgical_procedure'],,['Surgery.surgical_procedure'],,
Role_Frame_Disease_treatment_disease,['disease'],,['Disease treatment.disease'],['Affliction'],
Role_Frame_Object_object_exterior_surface,['object_exterior_surface'],,['Object.object_exterior_surface'],,
Role_Frame_Barrier_path,['path'],,['Barrier.path'],,"[""mover's potential path(s) of motion""]"
Role_Frame_Drugs_drug_dealer,['drug_dealer'],,['Drugs.drug_dealer'],,
Role_Frame_Religious_practice_worshipped_thing,['worshipped thing'],,['Religious practice.worshipped thing'],,['e.g. deity']
Role_Frame_Motion_back_and_forth_motion_path,['motion_path'],,['Motion back and forth.motion_path'],,
Role_Frame_Servitude_authority_master,['master'],,['Servitude authority.master'],,
Role_Frame_Force_application_effector,['effector'],,['Force-application.effector'],,
Role_Frame_Plurality_individual_entities,['individual_entities'],,['Plurality.individual_entities'],,['the individual entities that comprise the plurality']
Role_Frame_Control_scope_of_control,['scope_of_control'],,['Control.scope_of_control'],,
Role_Frame_Animal_life_cycle_animal_life_cycle_death,['animal_life_cycle_death'],,['Animal life cycle.animal_life_cycle_death'],,['(same as human)']
Role_Frame_Overeating_food,['food'],,['Overeating.food'],,
Role_Frame_Causation_causal_process,['causal_process'],['X-schema'],['Causation.causal_process'],,
Role_Frame_Social_group_member,['member'],['Person'],['Social group.member'],,['person or social animal']
Role_Frame_Vehicular_motion_passenger_s_,['passenger(s)'],,['Vehicular motion.passenger(s)'],,
Role_Frame_Election_office,['office'],,['Election.office'],,['the official function which candidates seek to fill']
Role_Frame_Taste_taste_faculty,['taste_faculty'],,['Taste.taste_faculty'],,
Role_Frame_Voting_rights_enfranchised_voter,['enfranchised_voter'],,['Voting rights.enfranchised_voter'],,['person with right to vote']
Role_Frame_Negatively_evaluated_condition_condition,['condition'],,['Negatively evaluated condition.condition'],,['the thing that is being evaluated']
Role_Frame_Race_loser,['loser'],,['Race.loser'],,
Role_Frame_Evaluation_evaluation,['evaluation'],,['Evaluation.evaluation'],,['how basis compares to standard']
Role_Frame_Social_group_membership_fee,['membership_fee'],,['Social group.membership_fee'],,
Role_Frame_Motion_to_a_bounded_region_motion_x_schema,['motion_x-schema'],,['Motion to a bounded region.motion_x-schema'],,
Role_Frame_Love_emotion,['emotion'],,['Love.emotion'],,['the feeling of love']
Role_Frame_Relationship_Relationship_related_entity_1,['Relationship.related_entity_1'],,['Relationship.Relationship.related_entity_1'],,
Role_Frame_Physical_competition_competition_competitor2,['competition_competitor2'],,['Physical competition.competition_competitor2'],,
Role_Frame_Social_group_member_relation,['member_relation'],,['Social group.member_relation'],,
Role_Frame_Fullness_degree_of_fullness,['degree_of_fullness'],['Scale'],['Fullness.degree_of_fullness'],,
Role_Frame_Communication_addressee,['addressee'],,['Communication.addressee'],['Addressee'],
Role_Frame_Complex_process_protagonist2,['protagonist2'],,['Complex_process.protagonist2'],,
Role_Frame_Monetary_evaluation_evaluator,['evaluator'],,['Monetary evaluation.evaluator'],,['the entity imposing the value']
Role_Frame_Restore_to_life_restorative_cause,['restorative_cause'],,['Restore to life.restorative_cause'],,
Role_Frame_Network_network_parts,['network_parts'],,['Network.network_parts'],,
Role_Frame_Cut_act_of_cutting,['act_of_cutting'],['Process'],['Cut.act_of_cutting'],,
Role_Frame_Organization_organization,['organization'],,['Organization.organization'],,
Role_Frame_Harm_effect_of_harm,['effect_of_harm'],,['Harm.effect_of_harm'],,['damage caused by process']
Role_Frame_Belief_belief_relation_status,['belief_relation_status'],,['Belief.belief_relation_status'],,"['very strong', 'not strong)', 'current belief relation status (e.g.']"
Role_Frame_Evaluation_behavior,['behavior'],,['Evaluation.behavior'],,
Role_Frame_Fluid_motion_area,['area'],,['Fluid motion.area'],['Area'],
Role_Frame_Change_of_state_transition_state_value,['transition_state_value'],,['Change of state.transition_state_value'],,['intermediate experienced state value(s)']
Role_Frame_Physical_competition_outcome,['outcome'],,['Physical competition.outcome'],,
Role_Frame_Selection_selection_option,['selection_option'],,['Selection.selection_option'],,
Role_Frame_Affected_motion_motion_x_schema,['motion_x-schema'],,['Affected motion.motion_x-schema'],,
Role_Frame_Self_initiated_state_change_experiencer,['experiencer'],,['Self-initiated state change.experiencer'],,['entity that is experiencing state']
Role_Frame_Purposeful_action_action_x_schema,['action_x-schema'],,['Purposeful action.action_x-schema'],,
Role_Frame_Legislative_action_legislative_actor,['legislative_actor'],,['Legislative action.legislative_actor'],,
Role_Frame_Meaning_cognizer,['cognizer'],['person'],['Meaning.cognizer'],,['person item is meaningful to']
Role_Frame_Self_propelled_motion_to_a_destination_source,['source'],,['Self propelled motion to a destination.source'],,['from Self propelled motion']
Role_Frame_Pride_object_of_pride,['object_of_pride'],,['Pride.object_of_pride'],,
Role_Frame_Visual_evaluation_evaluation_outcome,['evaluation_outcome'],,['Visual evaluation.evaluation_outcome'],,['determination of whether visible properties are those expected']
Role_Frame_Institution_functional_status,['functional_status'],,['Institution.functional_status'],,"[""institution's ability to perform functions""]"
Role_Frame_Child_care_childcare_provider,['childcare_provider'],,['Child care.childcare_provider'],,
Role_Frame_Part_whole_possessor,['possessor'],,['Part whole.possessor'],,
Role_Frame_Object_construction_object_whole,['object_whole'],,['Object construction.object_whole'],,
Role_Frame_Magic_magical_object,['magical_object'],,['Magic.magical_object'],,['e.g. talisman']
Role_Frame_Legislation_enactment_bill,['bill'],,['Legislation enactment.bill'],,['proposed legislation']
Role_Frame_Treating_a_physical_affliction_treated_affliction,['treated_affliction'],,['Treating a physical affliction.treated_affliction'],,
Role_Frame_Government_executive_action_non_normative_executive_actions,['non-normative_executive_actions'],,['Government executive action.non-normative_executive_actions'],,
Role_Frame_Motion_impediments_impediment,['impediment'],,['Motion impediments.impediment'],,
Role_Frame_Leadership_leader_goal,['leader_goal'],,['Leadership.leader_goal'],,
Role_Frame_Possessable_object_possessable_object,['possessable_object'],,['Possessable object.possessable_object'],,
Role_Frame_Machine_power_source,['power_source'],,['Machine.power_source'],,
Role_Frame_Voting_voting_event,['voting_event'],['x-schema'],['Voting.voting_event'],,['the actual voting itself']
Role_Frame_Cause_to_see_perception_perciever,['perception_perciever'],,['Cause to see.perception_perciever'],,
Role_Frame_Being_in_a_Bounded_Region_located_thing,['located_thing'],,['Being in a Bounded Region.located_thing'],,
Role_Frame_Media_media_influencers,['media_influencers'],,['Media.media_influencers'],,
Role_Frame_State_leadership_nation_leaders,['nation_leaders'],,['State leadership.nation_leaders'],,
Role_Frame_Gun_control_controlling_entity,['controlling_entity'],,['Gun control.controlling_entity'],,"['source of controls (and their enforcement)', 'e.g. federal government']"
Role_Frame_Harm_to_living_entity_cause,['cause'],,['Harm to living entity.cause'],['Cause'],
Role_Frame_Humor_humorous_process,['humorous_process'],,['Humor.humorous_process'],,['the unfolding of a humorous event']
Role_Frame_Organization_organization_internal_structure,['organization_internal_structure'],,['Organization.organization_internal_structure'],,
Role_Frame_School_student_s_,['student(s)'],,['School.student(s)'],,
Role_Frame_Work_scenario_employer_objective,['employer_objective'],,['Work scenario.employer_objective'],,
Role_Frame_Harm_to_living_entity_harm_result,['harm_result'],,['Harm to living entity.harm_result'],['Result'],['end state of harmful_effect_process']
Role_Frame_Government_executive_action_executive_action_outcome,['executive_action_outcome'],,['Government executive action.executive_action_outcome'],,
Role_Frame_Motion_along_a_path_path_of_motion,['path_of_motion'],,['Motion_along_a_path.path_of_motion'],,
Role_Frame_Impoverished_experiencer,['experiencer'],,['Impoverished.experiencer'],,['poor person(s)']
Role_Frame_Passion_passion_stimulus,['passion_stimulus'],,['Passion.passion_stimulus'],,['the entity that the experiencer is passionate about']
Role_Frame_Fluid_motion_goal,['goal'],,['Fluid motion.goal'],['Goal'],
Role_Frame_System_system_x_schema,['system_x-schema'],,['System.system_x-schema'],,
Role_Frame_Complex_physical_object_object_location,['object_location'],,['Complex physical object.object_location'],,
Role_Frame_Forced_motion_goal,['goal'],,['Forced motion.goal'],,
Role_Frame_Motion_to_a_bounded_region_mover,['mover'],,['Motion to a bounded region.mover'],,
