name,hasBoundRole1,hasBoundRole2,label
Binding_938,['Role_Frame_Trespassing_territory'],['Role_Frame_Motion_to_a_bounded_region_bounded_region'],['Frame:Trespassing.territory=Motion to a bounded region.bounded_region']
Binding_147,['Role_Frame_Child_care_childcare_objectives'],['Role_Frame_Work_scenario_objective'],['Frame:Child care.childcare_objectives=Work scenario.objective']
Binding_479,['Role_Frame_Gun_rights_gun_owner'],['Role_Frame_Gun_rights_rights_holder'],['Frame:Gun rights.gun_owner=rights_holder']
Binding_628,['Role_Frame_Motion_affecting_external_factors_mover'],['Role_Frame_Motion_mover'],['Frame:Motion-affecting external factors.mover=Motion.mover']
Binding_686,['Role_Frame_Part_whole_parts'],['Role_Frame_Part_whole_possessed_objects'],['Frame:Part whole.parts=possessed_objects']
Binding_465,['Role_Frame_Government_institution_US_functions'],['Role_Frame_Government_institution_functions'],['Frame:Government institution US.functions=Government institution.functions']
Binding_883,['Role_Frame_Speaking_message'],['Role_Frame_Communication_message'],['Frame:Speaking.message=Communication.message']
Binding_724,['Role_Frame_Physical_structure_structure_location'],['Role_Frame_Complex_physical_object_object_location'],['Frame:Physical structure.structure_location=Complex physical object.object_location']
Binding_78,['Role_Frame_Being_at_a_location_experiencer'],['Role_Frame_Process_protagonist'],['Frame:Being at a location.experiencer=Process.protagonist']
Binding_496,['Role_Frame_Heating_fluid_container'],['Role_Frame_Containment_boundary'],['Frame:Heating fluid.container=Containment.boundary']
Binding_6,['Role_Frame_Access_to_an_object_accessed_object'],['Role_Frame_Access_accessed_entity'],['Frame:Access to an object.accessed_object=Access.accessed_entity']
Binding_488,['Role_Frame_Harm_harmful_process'],['Role_Frame_Causation_cause'],['Frame:Harm.harmful_process=Causation.cause']
Binding_661,['Role_Frame_Negatively_evaluated_condition_condition'],['Role_Frame_Evaluation_evaluee'],['Frame:Negatively evaluated condition.condition=Evaluation.evaluee']
Binding_192,['Role_Frame_Control_dependent_process'],['Role_Frame_Control_second_process'],['Frame:Control.dependent_process=second_process']
Binding_870,['Role_Frame_Size_entity_size'],['Role_Frame_Trajector_landmark_trajector'],['Frame:Size.entity_size=Trajector landmark.trajector']
Binding_697,['Role_Frame_Person_actions'],['Role_Frame_Purposeful_action_action_x_schema'],['Frame:Person.actions=Purposeful action.action_x-schema']
Binding_250,['Role_Frame_Dissect_dissected_entity'],['Role_Frame_Caused_change_of_state_affected'],['Frame:Dissect.dissected_entity=Caused change of state.affected']
Binding_863,['Role_Frame_Shepherding_objective'],['Role_Frame_Work_scenario_objective'],['Frame:Shepherding.objective=Work scenario.objective']
Binding_638,['Role_Frame_Motion_along_a_path_direction'],['Role_Frame_Motion_direction'],['Frame:Motion along a path.direction=Motion.direction']
Binding_841,['Role_Frame_Self_initiated_state_change_value_standard'],['Role_Frame_Change_of_state_standard'],['Frame:Self-initiated state change.value_standard=Change of state.standard']
Binding_81,['Role_Frame_Being_at_a_location_x_schema'],['Role_Frame_Process_process'],['Frame:Being at a location.x-schema=Process.process']
Binding_999,['Role_Frame_Voting_debate'],['Role_Frame_Government_decision_making_consideration'],['Frame:Voting.debate=Government decision making.consideration']
Binding_33,['Role_Frame_Analysis_analytic_conclusion'],['Role_Frame_Reasoning_conclusion'],['Frame:Analysis.analytic_conclusion=Reasoning.conclusion']
Binding_651,['Role_Frame_Motion_with_respect_to_an_undesirable_entity_undesirable_entity'],['Role_Frame_Self_propelled_motion_landmark'],['Frame:Motion with respect to an undesirable entity.undesirable_entity=Self propelled motion.landmark']
Binding_311,['Role_Frame_Erosion_eroding_effect'],['Role_Frame_Destructive_natural_process_destructive_effect'],['Frame:Erosion.eroding_effect=Destructive natural process.destructive_effect']
Binding_405,['Role_Frame_Governing_action_governing_action_x_schema'],['Role_Frame_Purposeful_action_action_x_schema'],['Frame:Governing action.governing_action_x-schema=Purposeful action.action_x-schema']
Binding_774,['Role_Frame_Purposeful_action_objective'],['Role_Frame_Action_action_x_schema'],['Frame:Purposeful action.objective=Action.action_x-schema.finish_conditions']
Binding_169,['Role_Frame_Complex_physical_object_object_whole'],['Role_Frame_Object_object_entity'],['Frame:Complex physical object.object_whole=Object.object_entity']
Binding_58,['Role_Frame_Authority_authority_entity'],['Role_Frame_Control_controlling_entity'],['Frame:Authority.authority_entity=Control.controlling_entity']
Binding_118,['Role_Frame_Building_structure_whole'],['Role_Frame_Physical_structure_structure_whole'],['Frame:Building.structure_whole=Physical structure.structure_whole']
Binding_175,['Role_Frame_Complex_structure_structure_parts'],['Role_Frame_Part_whole_parts'],['Frame:Complex structure.structure_parts=Part whole.parts']
Binding_730,['Role_Frame_Political_competition_political_activity_x_schema'],['Role_Frame_Competition_competition_x_schema'],['Frame:Political competition.political_activity_x-schema=Competition.competition_x-schema']
Binding_357,['Role_Frame_Food_food'],['Role_Frame_Physical_entity_physical_entity_whole'],['Frame:Food.food=Physical entity.physical_entity_whole']
Binding_68,['Role_Frame_Awakening_sleeping_entity'],['Role_Frame_Awake_animate_entity'],['Frame:Awakening.sleeping_entity=Awake.animate_entity']
Binding_93,['Role_Frame_Biological_entity_organism'],['Role_Frame_Life_cycle_life_liver'],['Frame:Biological entity.organism=Life cycle.life_liver']
Binding_117,['Role_Frame_Building_building_integrity'],['Role_Frame_Physical_structure_structural_integrity'],['Frame:Building.building_integrity=Physical structure.structural_integrity']
Binding_305,['Role_Frame_Employment_employer'],['Role_Frame_Control_controlling_entity'],['Frame:Employment.employer=Control.controlling_entity']
Binding_719,['Role_Frame_Physical_competition_outcome'],['Role_Frame_Physical_combat_outcome'],['Frame:Physical competition.outcome=Physical combat.outcome']
Binding_879,['Role_Frame_Spatial_relation_entity_1'],['Role_Frame_Relation_entity_1'],['Frame:Spatial relation.entity_1=Relation.entity_1']
Binding_953,['Role_Frame_Trust_relationship_trusted_entity'],['Role_Frame_Judgment_judged_party'],['Frame:Trust relationship.trusted_entity=Judgment.judged_party']
Binding_45,['Role_Frame_Anger_mind'],['Role_Frame_Emotion_mind'],['Frame:Anger.mind=Emotion.mind']
Binding_708,['Role_Frame_Physical_competition_purpose'],['Role_Frame_Competition_competition_purpose'],['Frame:Physical competition.purpose=Competition.competition_purpose']
Binding_583,['Role_Frame_Legislation_enactment_legislators'],['Role_Frame_Legislative_action_legislative_actor'],['Frame:Legislation enactment.legislators=Legislative action.legislative_actor']
Binding_87,['Role_Frame_Being_in_a_bounded_region_x_schema'],['Role_Frame_Being_at_a_location_x_schema'],['Frame:Being in a bounded region.x-schema=Being at a location.x-schema']
Binding_77,['Role_Frame_Being_at_a_location_experiencer'],['Role_Frame_Trajector_landmark_trajector'],['Frame:Being at a location.experiencer=Trajector_landmark.trajector']
Binding_509,['Role_Frame_Impoverished_state_x_schema'],['Role_Frame_Experiencing_an_economic_status_stative_x_schema'],['Frame:Impoverished.state_x-schema=Experiencing an economic status.stative_x-schema']
Binding_561,['Role_Frame_Law_law'],['Role_Frame_Legality_legal_code'],['Frame:Law.law=Legality.legal_code']
Binding_772,['Role_Frame_Purposeful_action_objective'],['Role_Frame_Desiring_desired_situation'],['Frame:Purposeful action.objective=Desiring.desired_situation']
Binding_811,['Role_Frame_Romantic_relationship_romantic_relationship_participant'],['Role_Frame_Life_life_liver'],['Frame:Romantic relationship.romantic_relationship_participant=Life.life_liver']
Binding_964,['Role_Frame_Vehicle_freight'],['Role_Frame_Containing_contents'],['Frame:Vehicle.freight=Containing.contents']
Binding_703,['Role_Frame_Physical_affliction_symptoms'],['Role_Frame_Experience_pain_pain'],['Frame:Physical affliction.symptoms=Experience pain.pain']
Binding_902,['Role_Frame_Surface_surface'],['Role_Frame_Bounded_entity_entity_exterior'],['Frame:Surface.surface=Bounded entity.entity_exterior']
Binding_912,['Role_Frame_Textile_textile_creation_action'],['Role_Frame_Create_object_creation_action'],['Frame:Textile.textile_creation_action=Create_object.creation_action']
Binding_41,['Role_Frame_Anger_angry_action'],['Role_Frame_Emotional_emotional_action'],['Frame:Anger.angry_action=Emotional.emotional_action']
Binding_254,['Role_Frame_Dissect_entity_in_pieces'],['Role_Frame_Caused_change_of_state_final_state'],['Frame:Dissect.entity_in_pieces=Caused change of state.final_state']
Binding_967,['Role_Frame_Vehicle_vehicle'],['Role_Frame_Mode_of_transportation_transportation_vehicle'],['Frame:Vehicle.vehicle=Mode_of_transportation.transportation_vehicle']
Binding_109,['Role_Frame_Bounded_entity_bounded_entity'],['Role_Frame_Entity_entity'],['Frame:Bounded entity.bounded_entity=Entity.entity']
Binding_658,['Role_Frame_Nation_national_government'],['Role_Frame_Political_region_governing_instituion'],['Frame:Nation.national_government=Political region.governing_instituion']
Binding_760,['Role_Frame_Proximal_distal_proximal_region'],['Role_Frame_Bounded_region_interior'],['Frame:Proximal distal.proximal region=Bounded region.interior']
Binding_972,['Role_Frame_Vehicular_motion_vehicle_control_x_schema'],['Role_Frame_Affected_motion_cause'],['Frame:Vehicular motion.vehicle_control_x-schema=Affected motion.cause']
Binding_767,['Role_Frame_Punishment_punishee'],['Role_Frame_Harm_harmed_entity'],['Frame:Punishment.punishee=Harm.harmed_entity']
Binding_889,['Role_Frame_Stability_stablity_entity'],['Role_Frame_Stability_Complex_physical_object'],['Frame:Stability.stablity_entity=Complex physical object']
Binding_7,['Role_Frame_Access_to_an_object_barrier_to_access'],['Role_Frame_Access_barrier_to_access'],['Frame:Access to an object.barrier_to_access=Access.barrier_to_access']
Binding_765,['Role_Frame_Proximity_profiled_region'],['Role_Frame_Trajector_landmark_profiled_region'],['Frame:Proximity.profiled_region=Trajector landmark.profiled_region']
Binding_672,['Role_Frame_Nuclear_family_family_whole'],['Role_Frame_Family_family_whole'],['Frame:Nuclear family.family_whole=Family.family_whole']
Binding_573,['Role_Frame_Legislation_enactment_legislation_proposal'],['Role_Frame_Government_decision_making_introduction_of_entity_under_consideration'],['Frame:Legislation enactment.legislation_proposal=Government decision making.introduction_of_entity_under_consideration']
Binding_233,['Role_Frame_Deity_believer'],['Role_Frame_Moral_authority_moral_authority_obeyer'],['Frame:Deity.believer=Moral authority.moral_authority_obeyer']
Binding_725,['Role_Frame_Plants_plant_entity'],['Role_Frame_Biological_entity_organism'],['Frame:Plants.plant_entity=Biological entity.organism']
Binding_188,['Role_Frame_Containment_interior'],['Role_Frame_Part_whole_part'],['Frame:Containment.interior=Part_whole.part']
Binding_380,['Role_Frame_Forced_motion_motion_x_schema'],['Role_Frame_Affected_motion_motion'],['Frame:Forced motion.motion_x-schema=Affected motion.motion']
Binding_436,['Role_Frame_Government_decision_making_decison_making_outcome'],['Role_Frame_X_schema_final'],['Frame:Government decision making.decison_making_outcome=X-schema.final']
Binding_433,['Role_Frame_Government_decision_making_entity_under_consideration_ongoing_state'],['Role_Frame_Caused_change_of_state_transition'],['Frame:Government decision making.entity_under_consideration_ongoing_state=Caused change of state.transition']
Binding_652,['Role_Frame_Motion_affecting_objects_mover'],['Role_Frame_Motion_affecting_external_factors_mover'],['Frame:Motion-affecting objects.mover=Motion-affecting external factors.mover']
Binding_489,['Role_Frame_Harm_harmed_entity'],['Role_Frame_Causation_affected'],['Frame:Harm.harmed_entity=Causation.affected']
Binding_402,['Role_Frame_Governing_action_governing_objectives'],['Role_Frame_Government_governing_objectives'],['Frame:Governing action.governing_objectives=Government.governing_objectives']
Binding_452,['Role_Frame_Government_institution_government_whole'],['Role_Frame_Institution_institution_whole'],['Frame:Government institution.government_whole=Institution.institution_whole']
Binding_546,['Role_Frame_Judicial_decision_making_judged_party'],['Role_Frame_Government_decision_making_entity_under_consideration'],['Frame:Judicial decision-making.judged_party=Government decision making.entity_under_consideration']
Binding_1005,['Role_Frame_Voting_rights_enfranchised_voter'],['Role_Frame_Rights_rights_holder'],['Frame:Voting rights.enfranchised_voter=Rights.rights_holder']
Binding_526,['Role_Frame_Into_landmark'],['Role_Frame_Bounded_region_boundary'],['Frame:Into.landmark=Bounded region.boundary']
Binding_394,['Role_Frame_Game_game_player1'],['Role_Frame_Recreational_competition_competitor_1'],['Frame:Game.game player1=Recreational competition.competitor_1']
Binding_30,['Role_Frame_Analysis_object_characteristics'],['Role_Frame_Evaluation_behavior'],['Frame:Analysis.object_characteristics=Evaluation.behavior']
Binding_102,['Role_Frame_Body_body_whole'],['Role_Frame_Part_whole_whole'],['Frame:Body.body_whole=Part whole.whole']
Binding_198,['Role_Frame_Corruption_corrupt_activities'],['Role_Frame_Crime_criminal_activity'],['Frame:Corruption.corrupt_activities=Crime.criminal_activity']
Binding_300,['Role_Frame_Election_outcome'],['Role_Frame_Voting_outcome'],['Frame:Election.outcome=Voting.outcome']
Binding_127,['Role_Frame_Causation_affected'],['Role_Frame_Complex_process_protagonist2'],['Frame:Causation.affected=Complex_process.protagonist2']
Binding_626,['Role_Frame_Motion_affecting_external_factors_impediment'],['Role_Frame_Causation_agent'],['Frame:Motion-affecting external factors.impediment=Causation.agent']
Binding_690,['Role_Frame_Perception_perceiver'],['Role_Frame_Animate_Entity_animate_entity'],['Frame:Perception.perceiver=Animate_Entity.animate_entity']
Binding_243,['Role_Frame_Directed_emotion_emotion'],['Role_Frame_Emotion_emotion'],['Frame:Directed emotion.emotion=Emotion.emotion']
Binding_238,['Role_Frame_Destructive_natural_process_destructive_effect'],['Role_Frame_Destroying_harmful_effect'],['Frame:Destructive natural process.destructive_effect=Destroying.harmful_effect']
Binding_316,['Role_Frame_Evil_creature_evil_entity'],['Role_Frame_Harm_to_living_entity_agent'],['Frame:Evil creature.evil_entity=Harm to living entity.agent']
Binding_389,['Role_Frame_Gain_possession_recipient'],['Role_Frame_Possession_possessor'],['Frame:Gain possession.recipient=Possession.possessor']
Binding_716,['Role_Frame_Physical_competition_competitor1'],['Role_Frame_Physical_combat_fighter1'],['Frame:Physical competition.competitor1=Physical combat.fighter1']
Binding_977,['Role_Frame_Visual_evaluation_evaluator'],['Role_Frame_Visual_obstruction_seer'],['Frame:Visual evaluation.evaluator=Visual obstruction.seer']
Binding_168,['Role_Frame_Complex_physical_object_object_parts'],['Role_Frame_Part_whole_parts'],['Frame:Complex physical object.object_parts=Part whole.parts']
Binding_96,['Role_Frame_Biological_entity_specialized_parts'],['Role_Frame_Complex_physical_object_object_parts'],['Frame:Biological entity.specialized_parts=Complex physical object.object_parts']
Binding_522,['Role_Frame_Institution_rules'],['Role_Frame_Organization_organization_procedures'],['Frame:Institution.rules=Organization.organization_procedures']
Binding_839,['Role_Frame_Self_initiated_state_change_objective'],['Role_Frame_Purposeful_action_objective'],['Frame:Self-initiated state change.objective=Purposeful action.objective']
Binding_177,['Role_Frame_Condition_of_physical_object_state_of_object'],['Role_Frame_Scale_position_on_scale'],['Frame:Condition of physical object.state_of_object=Scale.position_on_scale']
Binding_545,['Role_Frame_Judicial_decision_making_judged_party'],['Role_Frame_Judicial_action_judged_party'],['Frame:Judicial decision-making.judged_party=Judicial action.judged_party']
Binding_388,['Role_Frame_Functionality_functional_status'],['Role_Frame_State_profiled_state_value'],['Frame:Functionality.functional_status=State.profiled_state_value']
Binding_352,['Role_Frame_Fluid_motion_fluid'],['Role_Frame_Motion_along_a_path_mover'],['Frame:Fluid motion.fluid=Motion along a path.mover']
Binding_882,['Role_Frame_Speaking_addressee'],['Role_Frame_Communication_addressee'],['Frame:Speaking.addressee=Communication.addressee']
Binding_494,['Role_Frame_Hearing_hearer'],['Role_Frame_Perception_perceiver'],['Frame:Hearing.hearer=Perception.perceiver']
Binding_86,['Role_Frame_Being_in_a_bounded_region_current_location'],['Role_Frame_Being_at_a_location_current_location'],['Frame:Being in a bounded region.current_location=Being at a location.current_location']
Binding_271,['Role_Frame_Downward_motion_speed'],['Role_Frame_Motion_along_a_path_speed'],['Frame:Downward motion.speed=Motion along a path.speed']
Binding_139,['Role_Frame_Caused_change_of_state_initial_state'],['Role_Frame_Change_of_state_initial_state'],['Frame:Caused change of state.initial_state=Change of state.initial_state']
Binding_631,['Role_Frame_Motion_along_a_path_mover'],['Role_Frame_Source_path_goal_trajector'],['Frame:Motion along a path.mover=Source path goal.trajector']
Binding_514,['Role_Frame_Injurious_gun_use_injurious_effect'],['Role_Frame_Social_problems_social_problem'],['Frame:Injurious gun use.injurious_effect=Social problems.social_problem']
Binding_616,['Role_Frame_Monetary_evaluation_value'],['Role_Frame_Evaluation_evaluation'],['Frame:Monetary evaluation.value=Evaluation.evaluation']
Binding_646,['Role_Frame_Motion_to_a_bounded_region_bounded_region'],['Role_Frame_Bounded_region_interior'],['Frame:Motion to a bounded region.bounded_region=Bounded region.interior']
Binding_70,['Role_Frame_Backward_motion_backward_direction'],['Role_Frame_Motion_direction'],['Frame:Backward motion.backward_direction=Motion.direction']
Binding_680,['Role_Frame_Object_manipulation_object'],['Role_Frame_Object_object_entity'],['Frame:Object manipulation.object=Object.object_entity']
Binding_123,['Role_Frame_Cancer_cancer'],['Role_Frame_disease_disease'],['Frame:Cancer.cancer=disease.disease']
Binding_733,['Role_Frame_Political_region_governing_institution'],['Role_Frame_Government_institution_government_whole'],['Frame:Political region.governing_institution=Government institution.government_whole']
Binding_26,['Role_Frame_Affected_motion_motion'],['Role_Frame_Causation_effect'],['Frame:Affected motion.motion=Causation.effect']
Binding_642,['Role_Frame_Motion_away_from_a_location_goal'],['Role_Frame_Bounded_region_exterior'],['Frame:Motion away from a location.goal=Bounded_region.exterior']
Binding_313,['Role_Frame_Erosion_eroding_outcome'],['Role_Frame_Destructive_natural_process_consequence_of_destruction'],['Frame:Erosion.eroding_outcome=Destructive natural process.consequence_of_destruction']
Binding_312,['Role_Frame_Erosion_erosion_process'],['Role_Frame_Destructive_natural_process_destructive_process'],['Frame:Erosion.erosion_process=Destructive natural process.destructive_process']
Binding_966,['Role_Frame_Vehicle_driver'],['Role_Frame_Controlled_vehicular_motion_motion_controller'],['Frame:Vehicle.driver=Controlled vehicular motion.motion_controller']
Binding_677,['Role_Frame_Object_manipulation_actor'],['Role_Frame_Force_application_actor'],['Frame:Object manipulation.actor=Force-application.actor']
Binding_19,['Role_Frame_Addressing_social_problems_social_problem'],['Role_Frame_Causation_affected'],['Frame:Addressing social problems.social_problem=Causation.affected']
Binding_759,['Role_Frame_Protecting_threatening_thing'],['Role_Frame_Harm_cause'],['Frame:Protecting.threatening_thing=Harm.cause']
Binding_923,['Role_Frame_Trajector_landmark_background'],['Role_Frame_Region_background'],['Frame:Trajector landmark.background=Region.background']
Binding_753,['Role_Frame_Possession_change_x_schema_ongoing'],['Role_Frame_Possession_possessing'],['Frame:Possession change.x-schema.ongoing=Possession.possessing']
Binding_771,['Role_Frame_Punishment_punisher'],['Role_Frame_Harm_to_living_entity_agent'],['Frame:Punishment.punisher=Harm to living entity.agent']
Binding_478,['Role_Frame_Gun_possession_gun'],['Role_Frame_Possession_possession'],['Frame:Gun possession.gun=Possession.possession']
Binding_810,['Role_Frame_Robot_purpose'],['Role_Frame_Machine_purpose'],['Frame:Robot.purpose=Machine.purpose']
Binding_756,['Role_Frame_Poverty_degree_of_poverty'],['Role_Frame_Economic_status_minimal_status'],['Frame:Poverty.degree of poverty=Economic status.minimal_status']
Binding_779,['Role_Frame_Race_race_event'],['Role_Frame_Recreational_competition_event'],['Frame:Race.race_event=Recreational competition.event']
Binding_524,['Role_Frame_Institution_functions'],['Role_Frame_Organization_organization_functions'],['Frame:Institution.functions=Organization.organization_functions']
Binding_791,['Role_Frame_Religious_practice_worshipper'],['Role_Frame_Deity_believer'],['Frame:Religious practice.worshipper=Deity.believer']
Binding_805,['Role_Frame_Restraints_mover'],['Role_Frame_Motion_affecting_objects_mover'],['Frame:Restraints.mover=Motion-affecting objects.mover']
Binding_443,['Role_Frame_Government_decision_making_consideration'],['Role_Frame_Evaluation_evaluation'],['Frame:Government decision making.consideration=Evaluation.evaluation']
Binding_624,['Role_Frame_Motion_affecting_actors_potential_mover'],['Role_Frame_Motion_affecting_external_factors_mover'],['Frame:Motion-affecting actors.potential_mover=Motion-affecting external factors.mover']
Binding_554,['Role_Frame_Judicial_decision_making_judicial_actions'],['Role_Frame_Judicial_action_judicial_action_x_schema'],['Frame:Judicial decision-making.judicial_actions=Judicial action.judicial_action_x-schema']
Binding_848,['Role_Frame_Self_propelled_motion_direction'],['Role_Frame_Affected_motion_direction'],['Frame:Self propelled motion.direction=Affected motion.direction']
Binding_603,['Role_Frame_Living_living_protagonist'],['Role_Frame_Life_cycle_life_liver'],['Frame:Living.living_protagonist=Life cycle.life_liver']
Binding_378,['Role_Frame_Forced_motion_mover'],['Role_Frame_Force_application_acted_upon'],['Frame:Forced motion.mover=Force-application.acted_upon']
Binding_368,['Role_Frame_Force_dynamic_interaction_force_receiver'],['Role_Frame_Complex_process_protagonist2'],['Frame:Force-dynamic interaction.force_receiver=Complex process.protagonist2']
Binding_331,['Role_Frame_Family_family_whole'],['Role_Frame_Social_group_social_group'],['Frame:Family.family_whole=Social group.social_group.whole']
Binding_608,['Role_Frame_Lose_possession_lose_possession_x_schema_initial'],['Role_Frame_Possession_possessing'],['Frame:Lose possession.lose_possession_x-schema.initial=Possession.possessing.ongoing']
Binding_934,['Role_Frame_Treating_a_physical_affliction_treatment_recipient'],['Role_Frame_Physical_affliction_patient'],['Frame:Treating a physical affliction.treatment_recipient=Physical affliction.patient']
Binding_862,['Role_Frame_Shepherding_shepherd'],['Role_Frame_Work_scenario_worker'],['Frame:Shepherding.shepherd=Work scenario.worker']
Binding_422,['Role_Frame_Government_government'],['Role_Frame_Trust_relationship_trusted_entity'],['Frame:Government.government=Trust relationship.trusted_entity']
Binding_407,['Role_Frame_Governing_action_affected_jurisdiction'],['Role_Frame_Process_protagonist'],['Frame:Governing action.affected_jurisdiction=Process.protagonist']
Binding_925,['Role_Frame_Transfer_scenario_transferor'],['Role_Frame_Lose_possession_donor'],['Frame:Transfer scenario.transferor=Lose_possession.donor']
Binding_219,['Role_Frame_Cut_cutting_tool'],['Role_Frame_Force_application_effector'],['Frame:Cut.cutting_tool=Force-application.effector']
Binding_100,['Role_Frame_Bodily_functioning_body'],['Role_Frame_Part_whole_body'],['Frame:Bodily functioning.body=Part_whole.body']
Binding_830,['Role_Frame_Self_defense_threatening_thing'],['Role_Frame_Protecting_threatening_thing'],['Frame:Self-defense.threatening_thing=Protecting.threatening_thing']
Binding_417,['Role_Frame_Government_governed'],['Role_Frame_Political_region_population'],['Frame:Government.governed=Political region.population']
Binding_110,['Role_Frame_Bounded_entity_entity_boundary'],['Role_Frame_Bounded_region_boundary'],['Frame:Bounded entity.entity_boundary=Bounded region.boundary']
Binding_586,['Role_Frame_Legislation_enactment_legislation_standards'],['Role_Frame_Government_decision_making_decision_making_standard'],['Frame:Legislation enactment.legislation_standards=Government decision making.decision_making_standard']
Binding_53,['Role_Frame_Attacking_attacker'],['Role_Frame_Harm_to_living_entity_agent'],['Frame:Attacking.attacker=Harm to living entity.agent']
Binding_565,['Role_Frame_Legality_actor'],['Role_Frame_Evaluation_evaluee'],['Frame:Legality.actor=Evaluation.evaluee']
Binding_851,['Role_Frame_Self_propelled_motion_goal'],['Role_Frame_Affected_motion_goal'],['Frame:Self propelled motion.goal=Affected motion.goal']
Binding_332,['Role_Frame_Fierce_animal_dangerous_animal'],['Role_Frame_Animal_animal'],['Frame:Fierce animal.dangerous_animal=Animal.animal']
Binding_610,['Role_Frame_Lust_lust_experiencer'],['Role_Frame_Emotion_experiencer'],['Frame:Lust.lust_experiencer=Emotion.experiencer']
Binding_476,['Role_Frame_Gun_possession_gun_owner'],['Role_Frame_Possession_possessor'],['Frame:Gun possession.gun_owner=Possession.possessor']
Binding_483,['Role_Frame_Happiness_experiencer'],['Role_Frame_Emotion_experiencer'],['Frame:Happiness.experiencer=Emotion.experiencer']
Binding_345,['Role_Frame_Firmness_firmness_entity'],['Role_Frame_Object_object_entity'],['Frame:Firmness.firmness_entity=Object.object_entity']
Binding_915,['Role_Frame_Theft_thief'],['Role_Frame_Crime_criminal'],['Frame:Theft.thief=Crime.criminal']
Binding_349,['Role_Frame_Fluid_containment_container'],['Role_Frame_Containing_container'],['Frame:Fluid containment.container=Containing.container']
Binding_373,['Role_Frame_Force_transfer_force'],['Role_Frame_Force_force'],['Frame:Force transfer.force=Force.force']
Binding_731,['Role_Frame_Political_region_locale'],['Role_Frame_Bounded_region_interior'],['Frame:Political region.locale=Bounded region.interior']
Binding_242,['Role_Frame_Directed_emotion_experiencer'],['Role_Frame_Emotion_experiencer'],['Frame:Directed emotion.experiencer=Emotion.experiencer']
Binding_979,['Role_Frame_Visual_evaluation_evaluee'],['Role_Frame_Evaluation_evaluee'],['Frame:Visual evaluation.evaluee=Evaluation.evaluee']
Binding_937,['Role_Frame_Trespassing_territory'],['Role_Frame_Territory_territory_whole'],['Frame:Trespassing.territory=Territory.territory_whole']
Binding_498,['Role_Frame_Heating_fluid_fluid'],['Role_Frame_Heat_entity'],['Frame:Heating fluid.fluid=Heat.entity']
Binding_861,['Role_Frame_Servitude_subjugation_relation'],['Role_Frame_Authority_authority_relation'],['Frame:Servitude.subjugation_relation=Authority.authority_relation']
Binding_325,['Role_Frame_Experiencing_an_economic_status_stative_x_schema'],['Role_Frame_Experiencing_a_state_stative_x_schema'],['Frame:Experiencing an economic status.stative_x-schema=Experiencing a state.stative_x-schema']
Binding_391,['Role_Frame_Gain_possession_possession'],['Role_Frame_Possession_possession'],['Frame:Gain possession.possession=Possession.possession']
Binding_111,['Role_Frame_Bounded_entity_entity_interior'],['Role_Frame_Bounded_region_interior'],['Frame:Bounded entity.entity_interior=Bounded region.interior']
Binding_461,['Role_Frame_Government_institution_rules'],['Role_Frame_Government_constraints_on_governing_actions'],['Frame:Government institution.rules=Government.constraints_on_governing_actions']
Binding_344,['Role_Frame_Firmness_firmness_status'],['Role_Frame_Scale_position_on_scale'],['Frame:Firmness.firmness_status=Scale.position_on_scale']
Binding_709,['Role_Frame_Physical_competition_start'],['Role_Frame_Competition_competition_start'],['Frame:Physical competition.start=Competition.competition_start']
Binding_280,['Role_Frame_Eating_eaten_object'],['Role_Frame_Food_food'],['Frame:Eating.eaten_object=Food.food']
Binding_346,['Role_Frame_Firmness_firmness_entity'],['Role_Frame_Condition_of_physical_object_physical_object'],['Frame:Firmness.firmness_entity=Condition of physical object.physical_object']
Binding_850,['Role_Frame_Self_propelled_motion_path'],['Role_Frame_Affected_motion_path'],['Frame:Self propelled motion.path=Affected motion.path']
Binding_333,['Role_Frame_Fierce_animal_dangerous_animal'],['Role_Frame_Danger_dangerous_entity'],['Frame:Fierce animal.dangerous_animal=Danger.dangerous_entity']
Binding_909,['Role_Frame_Textile_textile_whole'],['Role_Frame_Complex_physical_object_object_whole'],['Frame:Textile.textile_whole=Complex physical object.object_whole']
Binding_226,['Role_Frame_Death_cause_of_death'],['Role_Frame_Caused_change_of_state_cause'],['Frame:Death.cause_of_death=Caused change of state.cause']
Binding_594,['Role_Frame_Legislative_action_legislative_normative_actions'],['Role_Frame_Governing_action_normative_governing_actions'],['Frame:Legislative action.legislative_normative_actions=Governing action.normative_governing_actions']
Binding_251,['Role_Frame_Dissect_dissection_tool'],['Role_Frame_Caused_change_of_state_cause'],['Frame:Dissect.dissection_tool=Caused change of state.cause']
Binding_439,['Role_Frame_Government_decision_making_entity_under_consideration'],['Role_Frame_Evaluation_evaluee'],['Frame:Government decision making.entity_under_consideration=Evaluation.evaluee']
Binding_669,['Role_Frame_Nuclear_family_parents'],['Role_Frame_Authority_authority_entity'],['Frame:Nuclear family.parents=Authority.authority_entity']
Binding_27,['Role_Frame_Analysis_analyzer'],['Role_Frame_Evaluation_evaluator'],['Frame:Analysis.analyzer=Evaluation.evaluator']
Binding_856,['Role_Frame_Sentient_entity_sentient_entity'],['Role_Frame_Cognizing_cognizer'],['Frame:Sentient entity.sentient_entity=Cognizing.cognizer']
